Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Response to elevated platelet cytosolic calcium	8/83	2.596479813787448E-6	9.307381486345775E-5	0	0	10.41056105610561	133.89391054073104	SPARC;HSPA5;PECAM1;FN1;CALU;SERPING1;A2M;CLU
NCAM signaling for neurite out-growth	7/70	8.714067823445561E-6	2.900539718375451E-4	0	0	10.797482211275314	125.79684226944585	COL1A1;COL3A1;COL1A2;COL4A2;COL4A1;COL5A2;COL6A3
Prothrombin activation intrinsic pathway	5/32	1.945242937088243E-5	6.043221391220807E-4	0	0	17.85275519421861	193.65845094839068	COL4A2;COL4A1;F2R;SERPING1;A2M
FSH regulation of apoptosis	12/263	2.3211523174037494E-5	6.76035612443842E-4	0	0	4.717855849329953	50.34358735509182	KLF10;PTP4A1;ACTA2;ABLIM1;GPRC5A;ZEB1;TIMP3;PMAIP1;THY1;DKK1;CLU;ACTG2
Integrin cell surface interactions	7/85	3.1416122676387114E-5	8.611713627762585E-4	0	0	8.714412024756852	90.35267382280456	COL1A1;COL1A2;COL4A2;COL4A1;PECAM1;FN1;F11R
Focal adhesion	11/233	3.7397187816415985E-5	9.681716401361027E-4	0	0	4.872289374801937	49.66770397817358	COL1A1;COL3A1;COL1A2;COL4A2;COL4A1;CAV1;COL5A2;FN1;COL6A3;THBS2;VAV2
Signaling by PDGF	8/122	4.4700661946180245E-5	0.001096342550890526	0	0	6.835504603091888	68.46114842730877	COL1A1;COL3A1;COL1A2;COL4A2;COL4A1;COL5A2;COL6A3;THBS2
Cell surface interactions at the vascular wall	7/94	6.016567553388073E-5	0.001401860239939421	0	0	7.809353943717796	75.89449207503608	COL1A1;COL1A2;CAV1;PECAM1;FN1;SLC3A2;F11R
Oncostatin M	12/311	1.1647187432098131E-4	0.002571440684570044	0	0	3.9507449072666465	35.78529717444268	COL1A1;KLF10;ZHX2;COL1A2;HSPA5;KIF5B;F2R;FN1;PCOLCE;VIM;ATF3;SYNE1
Amoebiasis	7/105	1.2139848725437974E-4	0.002571440684570044	0	0	6.9289232934553135	62.4741666804622	COL1A1;COL3A1;COL1A2;COL4A2;COL4A1;COL5A2;FN1
Muscle contraction	5/49	1.5937509376320568E-4	0.003229077986680602	0	0	10.945676274944567	95.71173035533467	ACTA2;CALD1;TNNT2;VIM;ACTG2
Inflammatory response pathway	4/30	2.613008244599698E-4	0.005073591008264414	0	0	14.760268857356236	121.7698303077272	COL1A1;COL3A1;COL1A2;FN1
Angiotensin-converting enzyme 2 regulation of heart function	3/13	3.0198220634264697E-4	0.0056289483262269395	0	0	28.666666666666668	232.34741723598566	COL4A2;COL4A1;AGT
TSH regulation of gene expression	6/97	5.574416178877886E-4	0.009991068997527287	0	0	6.366839043309631	47.70133084700212	PPP1R15A;ADAMTS1;CAV1;PLK2;TIMP3;AGT
TGF-beta signaling pathway	8/185	7.728805320921795E-4	0.013339345479813173	0	0	4.388432063545338	31.444809987368867	KLF10;PPP1R15A;ZEB1;RPS6KB1;CAV1;AXIN1;DYNLRB1;ATF3
Acute myocardial infarction	3/20	0.0011401996126111852	0.018321828257821117	0	0	16.85677749360614	114.230828110504	COL4A2;COL4A1;F2R
Hypertrophy pathway	3/20	0.0011401996126111852	0.018321828257821117	0	0	16.85677749360614	114.230828110504	ZEB1;IFRD1;ATF3
Unfolded protein response	5/79	0.0014609849175557456	0.022693965719365914	0	0	6.498352010547133	42.42542991541516	TSPYL2;HSPA5;ATF3;HERPUD1;SEC31A
Smooth muscle contraction	3/22	0.0015166523627972346	0.02279870971172617	0	0	15.080854309687261	97.89359200664423	ACTA2;CALD1;ACTG2
Small leucine-rich proteoglycan (SLRP) molecules	2/6	0.0016008010222151178	0.023311664886007652	0	0	47.5625	306.17175716217304	BGN;DCN
Interleukin-1 regulation of extracellular matrix	6/120	0.0016891637307241498	0.02385303934901375	0	0	5.076367389060888	32.40510141777637	KDM6B;GREM1;COL1A2;PLK2;A2M;DCN
T cell receptor regulation of apoptosis	15/603	0.0018302277338417446	0.025084885999125086	0	0	2.512035583464155	15.834151260153567	CLIC5;HSPA5;PLK2;F2R;SLC3A2;F11R;CLU;TDP2;PERP;PMAIP1;STOM;VIM;ATF3;S100A10;CDKN3
Axon guidance	10/325	0.0023737828805320844	0.03160522349508432	0	0	3.0912698412698414	18.681379666819964	COL1A1;COL3A1;ABLIM1;COL1A2;COL4A2;COL4A1;COL5A2;COL6A3;CD24;VAV2
Transport of mature transcript to cytoplasm	4/55	0.0026508125629583373	0.03431329595384959	0	0	7.515324576432515	44.58758695024069	NXF1;CPSF1;SRSF5;SRSF6
S6K1 signaling	2/8	0.0029470308315396724	0.0368077040952209	0	0	31.705128205128204	184.74442232209134	RPS6KB1;EIF4B
PERK-regulated gene expression	3/28	0.0030804730895141953	0.0368077040952209	0	0	11.457971014492754	66.25768923135189	HSPA5;ATF3;HERPUD1
PKB-mediated events	3/28	0.0030804730895141953	0.0368077040952209	0	0	11.457971014492754	66.25768923135189	RPS6KB1;TSC1;EIF4B
Diabetes pathways	6/137	0.0032830820057658198	0.0382479053671718	0	0	4.413785361472834	25.242317817595747	TSPYL2;HSPA5;KIF5B;ATF3;SEC31A;HERPUD1
Integrin beta-2 pathway	3/29	0.0034095681485851073	0.038752652615625854	0	0	11.016722408026755	62.58786885861426	SPON2;THY1;F11R
p53 signaling pathway	6/139	0.003526028384266854	0.03912212445400843	0	0	4.346970367094206	24.549876577225486	GDF15;CAV1;PERP;PMAIP1;DKK1;ATF3
Tight junction interactions	3/30	0.003759377015205102	0.04074115556012971	0	0	10.608158883521202	59.23067658383079	CLDN10;PARD6B;F11R
Dermatan sulfate biosynthesis	2/10	0.004671210764967091	0.049472368556242374	0	0	23.776442307692307	127.59240152438093	BGN;DCN
Glycoprotein VI-mediated activation cascade	3/33	0.004936868515587409	0.05112401618363851	0	0	9.545893719806763	50.69847114861187	COL1A1;COL1A2;VAV2
Bone mineralization regulation	2/11	0.005669940781811908	0.05504567509009061	0	0	21.13354700854701	109.31489084599424	COL4A2;COL4A1
Vitamin C in the brain	2/11	0.005669940781811908	0.05504567509009061	0	0	21.13354700854701	109.31489084599424	COL4A2;COL4A1
Mammalian target of rapamycin complex 1 (mTORC1)-mediated signaling	2/11	0.005669940781811908	0.05504567509009061	0	0	21.13354700854701	109.31489084599424	RPS6KB1;EIF4B
FRA pathway	3/37	0.00681823892752944	0.06484284367813713	0	0	8.421142369991475	42.00595552158804	COL1A2;MGP;DCN
Striated muscle contraction	3/38	0.007346163929965753	0.06843967194051483	0	0	8.180124223602485	40.19367037551018	ACTA2;TNNT2;VIM
Leukocyte transendothelial migration	5/117	0.007893364905404791	0.06843967194051483	0	0	4.285278745644599	20.74817447910144	CLDN10;PECAM1;THY1;F11R;VAV2
E-cadherin nascent AJ-like junctions pathway	3/39	0.007897639685117683	0.06843967194051483	0	0	7.952495974235105	38.499554627432005	TJP1;VAV2;ARF6
Platelet adhesion to exposed collagen	2/13	0.007930777435166955	0.06843967194051483	0	0	17.289335664335663	83.62858941238636	COL1A1;COL1A2
Chondroitin sulfate/dermatan sulfate degradation	2/13	0.007930777435166955	0.06843967194051483	0	0	17.289335664335663	83.62858941238636	BGN;DCN
Interleukin-2 signaling pathway	17/847	0.008183524327887671	0.069336769759921	0	0	2.0121106186403646	9.669463929460704	TSPYL1;ST13;NOLC1;LITAF;PRSS23;GLS;PTP4A1;CEACAM1;ABLIM1;COL1A2;MAT2A;RPS6KB1;THRAP3;CTSK;PMAIP1;VIM;ARF6
Platelet amyloid precursor protein pathway	2/14	0.009189016238859454	0.07512423802295624	0	0	15.84775641025641	74.32195849793585	COL4A2;COL4A1
Adhesion and diapedesis of lymphocytes	2/14	0.009189016238859454	0.07512423802295624	0	0	15.84775641025641	74.32195849793585	PECAM1;CD34
Cleavage of growing transcript in the termination region	3/43	0.010343437965362372	0.08310417399756666	0	0	7.155797101449275	32.712032146257854	CPSF1;SRSF5;SRSF6
Coagulation intrinsic pathway	2/15	0.010529941116878461	0.08316868746551463	0	0	14.627958579881657	66.6088854573496	SERPING1;A2M
Wnt interactions in lipid metabolism and immune response	3/45	0.011712928687916081	0.08983047407900174	0	0	6.8143547273982055	30.3038581753277	KLF10;COL8A1;DKK1
Cell junction organization	4/84	0.011857720879952327	0.08983047407900174	0	0	4.783980582524272	21.215882618766496	CLDN10;PARD6B;CDH13;F11R
Inhibition of platelet activation by aspirin	2/16	0.011951693976176197	0.08983047407900174	0	0	13.582417582417582	60.1277633799834	F2R;F2RL3
Developmental biology	10/420	0.013604099153811807	0.10062714612184606	0	0	2.3634146341463413	10.15650052552226	COL1A1;COL3A1;ABLIM1;COL1A2;COL4A2;COL4A1;COL5A2;COL6A3;CD24;VAV2
Activation of chaperones by IRE1 alpha	3/48	0.013953877361580675	0.10160166953900929	0	0	6.359098228663446	27.166054038803594	TSPYL2;HSPA5;SEC31A
Thrombin signaling through protease-activated receptors	3/53	0.01819393471905394	0.12999175948056288	0	0	5.721739130434782	22.925103342999808	F2R;GNG11;F2RL3
Chondroitin sulfate biosynthesis	2/20	0.018410850055187018	0.12999175948056288	0	0	10.561965811965813	42.19310063010437	BGN;DCN
TAp63 pathway	3/55	0.02006845131378345	0.1395805718242252	0	0	5.501114827201784	21.50169197923541	GDF15;PERP;PMAIP1
Proximal tubule bicarbonate reclamation	2/23	0.024017176663778003	0.16021947546776336	0	0	9.051739926739927	33.75381155566142	AQP1;GLS
Signaling events mediated by PRL	2/23	0.024017176663778003	0.16021947546776336	0	0	9.051739926739927	33.75381155566142	PTP4A1;AGT
Interleukin-4 signaling pathway	4/104	0.024067303181852864	0.16021947546776336	0	0	3.8233009708737864	14.2490644949639	COL1A1;COL1A2;RPS6KB1;THY1
Phosphoinositides and their downstream targets	2/25	0.028092463989560897	0.18182066971021357	0	0	8.263795986622073	29.520377640639172	RPS6KB1;VAV2
Basigin interactions	2/25	0.028092463989560897	0.18182066971021357	0	0	8.263795986622073	29.520377640639172	CAV1;SLC3A2
Glycosaminoglycan metabolism	4/110	0.028804079533959904	0.18387261729897691	0	0	3.6057886059717896	12.790591269518542	BGN;PRELP;LYVE1;DCN
Epidermal growth factor receptor (EGFR) pathway	4/111	0.029643534777587948	0.18533684125353478	0	0	3.571908175301697	12.567799022545616	ACTA2;RPS6KB1;ACTG2;VAV2
Segmentation clock	2/26	0.030226609303151596	0.18533684125353478	0	0	7.919070512820513	27.70908620116636	AXIN1;DKK1
Tetrasaccharide linker sequence formation in glycosaminoglycan biosynthesis	2/26	0.030226609303151596	0.18533684125353478	0	0	7.919070512820513	27.70908620116636	BGN;DCN
Protein processing in the endoplasmic reticulum	5/166	0.03100435117249688	0.1876367226803058	0	0	2.9736403575215875	10.329319586924145	PPP1R15A;LMAN1;HSPA5;SEC31A;HERPUD1
Endochondral ossification	3/66	0.03220865322533526	0.19125470428472766	0	0	4.5380722337244075	15.590638505036305	ADAMTS1;MGP;TIMP3
Glucuronidation	2/27	0.03242300780792593	0.19125470428472766	0	0	7.601923076923077	26.066135142531248	UGDH;PGM3
Multi-step regulation of transcription by PITX2	2/28	0.03468013033505336	0.1999013336662727	0	0	7.309171597633136	24.57042622858587	AXIN1;DKK1
Messenger RNA splicing: major pathway	3/68	0.034746798341133235	0.1999013336662727	0	0	4.39799331103679	14.775796710864627	CPSF1;SRSF5;SRSF6
p53 activity regulation	4/118	0.03592394079893655	0.20415312697932234	0	0	3.3513881791858284	11.147894530960714	RRM2;PERP;PMAIP1;TIMP3
AP-1 transcription factor network	3/70	0.03738543595995673	0.20740015663499803	0	0	4.26627730910664	14.021009722959356	COL1A2;ATF3;AGT
Complement and coagulation cascades	3/70	0.03738543595995673	0.20740015663499803	0	0	4.26627730910664	14.021009722959356	F2R;SERPING1;A2M
Interleukin-6 signaling pathway	3/71	0.038742202617227633	0.21088136528551005	0	0	4.203324808184143	13.664276590203222	RPS6KB1;A2M;AGT
Inactivation of GSK3 by Akt causes accumulation of beta-catenin in alveolar macrophages	2/30	0.039370555321543724	0.21088136528551005	0	0	6.7864010989010985	21.952223199246387	AXIN1;DKK1
Nectin adhesion pathway	2/30	0.039370555321543724	0.21088136528551005	0	0	6.7864010989010985	21.952223199246387	F11R;VAV2
Signal transduction	17/1020	0.04077870387475848	0.2159417727913347	0	0	1.6498638798630016	5.278896711849018	F2R;FN1;AXIN1;F11R;GNG11;AGT;APLN;COL1A1;COL3A1;COL1A2;COL4A2;COL4A1;COL5A2;COL6A3;A2M;EIF4B;F2RL3
Myc repressed pathway	3/73	0.04153010017821857	0.21744973801179612	0	0	4.082815734989648	12.98881198271227	COL1A2;CLU;DKK1
RANKL regulation of apoptosis and immune response	3/74	0.042960999702619955	0.22244250957134334	0	0	4.025107164727495	12.668874094958563	CTSK;MGP;THBS2
Fibrin clot formation (clotting cascade)	2/32	0.0442861441799422	0.22431894769405505	0	0	6.333333333333333	19.741528347670254	SERPING1;A2M
Hypothetical network for drug addiction	2/32	0.0442861441799422	0.22431894769405505	0	0	6.333333333333333	19.741528347670254	NISCH;ZHX2
Cell-cell communication	4/129	0.0472322067302073	0.23656609178245325	0	0	3.054757281553398	9.325194237761062	CLDN10;PARD6B;CDH13;F11R
TOR signaling	2/34	0.0494155398450339	0.23656609178245325	0	0	5.936899038461538	17.855166463164597	RPS6KB1;TSC1
N-cadherin signaling events	2/34	0.0494155398450339	0.23656609178245325	0	0	5.936899038461538	17.855166463164597	KIF5B;AXIN1
Activation of NOXA and translocation to mitochondria	1/5	0.05141381038329779	0.23656609178245325	0	0	23.667464114832537	70.24144688058605	PMAIP1
Catalytic cycle of mammalian FMOs	1/5	0.05141381038329779	0.23656609178245325	0	0	23.667464114832537	70.24144688058605	FMO2
UDP-N-acetyl-glucosamine biosynthesis	1/5	0.05141381038329779	0.23656609178245325	0	0	23.667464114832537	70.24144688058605	PGM3
Electric transmission across gap junctions	1/5	0.05141381038329779	0.23656609178245325	0	0	23.667464114832537	70.24144688058605	PANX1
NOSTRIN-mediated endothelial NOS trafficking	1/5	0.05141381038329779	0.23656609178245325	0	0	23.667464114832537	70.24144688058605	CAV1
Cell adhesion molecules (CAMs)	4/133	0.051780560862253716	0.23656609178245325	0	0	2.959434033265598	8.762116119695909	CLDN10;PECAM1;F11R;CD34
Tight junction	4/133	0.051780560862253716	0.23656609178245325	0	0	2.959434033265598	8.762116119695909	TJP1;CLDN10;PARD6B;F11R
Transport to the Golgi and subsequent modification	2/36	0.054747757515563954	0.24769373788594953	0	0	5.58710407239819	16.230642757541354	LMAN1;SEC31A
Capped intron-containing pre-mRNA processing	4/138	0.05779084226165689	0.25538754552719034	0	0	2.848282857556876	8.120240675331889	NXF1;CPSF1;SRSF5;SRSF6
Small cell lung cancer	3/84	0.05859257140128656	0.25538754552719034	0	0	3.526391125424942	10.004891265941371	COL4A2;COL4A1;FN1
Biological oxidations	4/139	0.05903593305299534	0.25538754552719034	0	0	2.8270406328658755	7.999419577601055	UGDH;MAT2A;ADH1B;FMO2
Transport of mature mRNAs derived from intronless transcripts	2/38	0.06027217420539185	0.25538754552719034	0	0	5.276175213675214	14.82016803120891	NXF1;CPSF1
Asparagine N-linked glycosylation	3/85	0.06028461375105351	0.25538754552719034	0	0	3.4832096147048426	9.783215501194432	LMAN1;PGM3;SEC31A
C-Myb transcription factor network	3/85	0.06028461375105351	0.25538754552719034	0	0	3.4832096147048426	9.783215501194432	COL1A2;MAT2A;CD34
TGF-beta regulation of skeletal system development	3/85	0.06028461375105351	0.25538754552719034	0	0	3.4832096147048426	9.783215501194432	RPS6KB1;THBS2;DCN
Molybdenum cofactor biosynthesis	1/6	0.061376433673960354	0.25617049958166344	0	0	18.933014354066987	52.83691853686298	MOCS1
EGF/EGFR signaling pathway	4/141	0.061568875435936275	0.25617049958166344	0	0	2.7854864998937	7.764818838534064	RPS6KB1;CAV1;VAV2;ARF6
Aurora B signaling	2/39	0.06310323390714477	0.2588255916066044	0	0	5.133316008316008	14.18326620049302	CBX5;VIM
Messenger RNA processing	5/203	0.06331784859045687	0.2588255916066044	0	0	2.4134023158413402	6.659996121431171	RBM17;NXF1;CPSF1;SRSF5;SRSF6
Endothelial NOS activation	1/7	0.07123491846615712	0.2837219829506771	0	0	15.77671451355662	41.67848506599672	CAV1
Wnt/LRP6 signaling	1/7	0.07123491846615712	0.2837219829506771	0	0	15.77671451355662	41.67848506599672	DKK1
Inactivation of BCL-2 by BH3-only proteins	1/7	0.07123491846615712	0.2837219829506771	0	0	15.77671451355662	41.67848506599672	PMAIP1
BMP receptor signaling	2/42	0.07185686065110446	0.28377370392724305	0	0	4.747596153846154	12.500796612741404	PPP1R15A;GREM1
Insulin signaling pathway	6/277	0.07255083588152028	0.28410663462847435	0	0	2.1184067723030173	5.557571908392917	RPS6KB1;KIF5B;CAV1;TSC1;PYGL;ARF6
Fc gamma receptor-mediated phagocytosis	3/94	0.07651471915135004	0.29713215937107595	0	0	3.1372830068482243	8.06367113744584	RPS6KB1;VAV2;ARF6
Integrin signaling pathway	4/155	0.08086715849643217	0.3019320160367589	0	0	2.525429177650614	6.351321769421401	ACTA2;CAV1;NOLC1;ACTG2
Myometrial relaxation and contraction pathways	4/155	0.08086715849643217	0.3019320160367589	0	0	2.525429177650614	6.351321769421401	ACTA2;CALD1;GNG11;ATF3
Amino sugar and nucleotide sugar metabolism	2/45	0.08097596314776612	0.3019320160367589	0	0	4.415697674418604	11.09931056653905	UGDH;PGM3
Lysine catabolism	1/8	0.08099034764934519	0.3019320160367589	0	0	13.522214627477785	33.98707630579846	AASS
Oxygen/carbon dioxide exchange in erythrocytes	1/8	0.08099034764934519	0.3019320160367589	0	0	13.522214627477785	33.98707630579846	AQP1
Alpha-6 beta-1 and alpha-6 beta-4 integrin signaling	2/46	0.08409146992519352	0.3085561022451983	0	0	4.3151223776223775	10.683596363939206	RPS6KB1;PMP22
RhoA activity regulation	2/46	0.08409146992519352	0.3085561022451983	0	0	4.3151223776223775	10.683596363939206	FARP1;VAV2
Senescence and autophagy	3/99	0.08627591472490836	0.31288894491463265	0	0	2.9731280193236715	7.284772566620336	COL1A1;SPARC;FN1
RNA polymerase II transcription	3/101	0.09032145469806672	0.31288894491463265	0	0	2.912156166814552	7.001930781794919	CPSF1;SRSF5;SRSF6
Presenilin action in Notch and Wnt signaling	2/48	0.09042949994547218	0.31288894491463265	0	0	4.127090301003345	9.918160423663684	AXIN1;DKK1
Chondroitin sulfate/dermatan sulfate metabolism	2/48	0.09042949994547218	0.31288894491463265	0	0	4.127090301003345	9.918160423663684	BGN;DCN
Lipid digestion, mobilization, and transport	2/48	0.09042949994547218	0.31288894491463265	0	0	4.127090301003345	9.918160423663684	CAV1;A2M
Polyadenylation of mRNA	1/9	0.09064379305466826	0.31288894491463265	0	0	11.83133971291866	28.40489116599669	CPSF1
COPII-mediated vesicle transport	1/9	0.09064379305466826	0.31288894491463265	0	0	11.83133971291866	28.40489116599669	SEC31A
Inhibition of matrix metalloproteinases	1/9	0.09064379305466826	0.31288894491463265	0	0	11.83133971291866	28.40489116599669	TIMP3
Angiopoietin receptor Tie2-mediated signaling	2/49	0.09364985897326883	0.32088848736428877	0	0	4.039075286415712	9.565307218535958	RPS6KB1;FN1
MHC class II antigen presentation	3/103	0.0944449593313464	0.32125073757961625	0	0	2.853623188405797	6.733803232611758	KIF5B;CTSK;SEC31A
Wnt signaling pathway	5/231	0.09685810166132433	0.32424641005402804	0	0	2.111374919058925	4.929022148358085	F2R;AXIN1;TSC1;DKK1;DKK3
Aquaporin-mediated transport	2/50	0.09690303549603671	0.32424641005402804	0	0	3.9547275641025643	9.230509860987297	GNG11;AQP1
Malaria	2/51	0.10018799348821428	0.32424641005402804	0	0	3.8738226059654632	8.91253048793319	PECAM1;THBS2
Rheb GTPase activity by AMPK regulation	1/10	0.10019631555317604	0.32424641005402804	0	0	10.516214779372675	24.193854658645943	TSC1
COPI-mediated vesicle transport	1/10	0.10019631555317604	0.32424641005402804	0	0	10.516214779372675	24.193854658645943	COPG1
Ethanol oxidation	1/10	0.10019631555317604	0.32424641005402804	0	0	10.516214779372675	24.193854658645943	ADH1B
Interferon-alpha signaling pathway	1/10	0.10019631555317604	0.32424641005402804	0	0	10.516214779372675	24.193854658645943	ST13
Carbohydrate metabolism	5/235	0.10226601952436164	0.3275411392457373	0	0	2.0742311770943798	4.729615936352409	BGN;PRELP;PYGL;LYVE1;DCN
Apoptotic execution  phase	2/52	0.10350371485534247	0.3275411392457373	0	0	3.796153846153846	8.610237898188057	TJP1;VIM
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) metabolism	2/52	0.10350371485534247	0.3275411392457373	0	0	3.796153846153846	8.610237898188057	BGN;DCN
Starch and sucrose metabolism	2/53	0.1068491991837155	0.3275411392457373	0	0	3.721530920060332	8.322596519156432	UGDH;PYGL
Signaling by insulin receptor	3/109	0.10726511817453599	0.3275411392457373	0	0	2.69127700300793	6.008146106524418	RPS6KB1;TSC1;EIF4B
Leptin influence on immune response	3/110	0.10946496177009789	0.3275411392457373	0	0	2.6659894351889477	5.897570567911453	COL1A1;CEACAM1;COL1A2
Passive transport by aquaporins	1/11	0.10964896506938845	0.3275411392457373	0	0	9.464114832535886	20.920153674500032	AQP1
Apoptotic cleavage of cell adhesion  proteins	1/11	0.10964896506938845	0.3275411392457373	0	0	9.464114832535886	20.920153674500032	TJP1
SUMOylation as a mechanism to modulate CtBP-dependent gene responses	1/11	0.10964896506938845	0.3275411392457373	0	0	9.464114832535886	20.920153674500032	ZEB1
Keratan sulfate degradation	1/11	0.10964896506938845	0.3275411392457373	0	0	9.464114832535886	20.920153674500032	PRELP
Methylation	1/11	0.10964896506938845	0.3275411392457373	0	0	9.464114832535886	20.920153674500032	MAT2A
Monocyte and its surface molecules	1/11	0.10964896506938845	0.3275411392457373	0	0	9.464114832535886	20.920153674500032	PECAM1
mTOR signaling pathway	3/113	0.11616806544791937	0.3423166407280126	0	0	2.5928853754940713	5.5817491953143215	RPS6KB1;TSC1;EIF4B
Platelet endothelial cell adhesion molecule 1 (PECAM1) interactions	1/12	0.11900278068227048	0.3423166407280126	0	0	8.603305785123966	18.313069126011605	PECAM1
Activation of chaperones by ATF6 alpha	1/12	0.11900278068227048	0.3423166407280126	0	0	8.603305785123966	18.313069126011605	HSPA5
Caspase-mediated cleavage of cytoskeletal proteins	1/12	0.11900278068227048	0.3423166407280126	0	0	8.603305785123966	18.313069126011605	VIM
Toll-like receptor endosomal trafficking and processing	1/12	0.11900278068227048	0.3423166407280126	0	0	8.603305785123966	18.313069126011605	CTSK
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	1/12	0.11900278068227048	0.3423166407280126	0	0	8.603305785123966	18.313069126011605	CAV1
Fas signaling pathway	3/115	0.12072074175644706	0.3451280101748732	0	0	2.5463250517598346	5.383632213899168	ACTA2;CUX1;ACTG2
Vascular smooth muscle contraction	3/116	0.12302154731724488	0.3495612259136348	0	0	2.523662947287418	5.288072633134219	ACTA2;CALD1;ACTG2
T helper cell surface molecules	1/13	0.1282587907765657	0.3622339181932098	0	0	7.885964912280702	16.195447567008262	THY1
DCC-mediated attractive signaling	1/14	0.13741801309765478	0.3665253917938827	0	0	7.278984173721016	14.446802304266713	ABLIM1
Glycogen breakdown (glycogenolysis)	1/14	0.13741801309765478	0.3665253917938827	0	0	7.278984173721016	14.446802304266713	PYGL
Hyaluronan metabolism	1/14	0.13741801309765478	0.3665253917938827	0	0	7.278984173721016	14.446802304266713	LYVE1
Interleukin-6 regulation of target genes	1/14	0.13741801309765478	0.3665253917938827	0	0	7.278984173721016	14.446802304266713	DCN
Intronless pre-mRNA processing	1/14	0.13741801309765478	0.3665253917938827	0	0	7.278984173721016	14.446802304266713	CPSF1
Osteoblast signaling	1/14	0.13741801309765478	0.3665253917938827	0	0	7.278984173721016	14.446802304266713	COL1A1
Peptide G-protein coupled receptors	4/192	0.14394982308646667	0.3665253917938827	0	0	2.0245816979962816	3.924227453312091	F2R;AGT;APLN;F2RL3
Factors involved in megakaryocyte development and platelet production	3/125	0.14441962386067358	0.3665253917938827	0	0	2.3364219529579473	4.521051624015585	CBX5;KIF5B;PHF21A
Endothelins	2/64	0.14534472320796957	0.3665253917938827	0	0	3.0595533498759306	5.9007982570230055	COL3A1;COL1A2
Adhesion and diapedesis of granulocytes	1/15	0.14648145489248263	0.3665253917938827	0	0	6.758714969241285	12.982521217388637	PECAM1
Arf6 vesicle-mediated transport	1/15	0.14648145489248263	0.3665253917938827	0	0	6.758714969241285	12.982521217388637	ARF6
