Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
RELB human tf ARCHS4 coexpression	15/299	5.801130774394943E-8	5.825992763428065E-6	0	0	6.491496146691469	108.16538470468639	CD163;SPI1;FCER1G;ITGB2;CYBA;TCIRG1;LILRB4;HLA-E;HCK;DOK3;TYROBP;CTSL;CD14;FERMT3;C1QC
HLA-DQB1 human tf ARCHS4 coexpression	15/299	5.801130774394943E-8	5.825992763428065E-6	0	0	6.491496146691469	108.16538470468639	CD74;SPI1;FCER1G;CD180;ITGB2;CYBB;CYBA;TCIRG1;LILRB4;PSMB8;HLA-E;HCK;DOK3;TYROBP;FERMT3
MTF1 human tf ARCHS4 coexpression	14/299	3.7767563783801647E-7	3.123599687060301E-5	0	0	5.999429824561403	88.72694820821813	CD163;SPI1;FCER1G;ITGB2;CYBB;TCIRG1;LILRB4;HCK;TYROBP;CTSL;SLAMF8;TLR8;CD14;FERMT3
PLXND1 human tf ARCHS4 coexpression	14/299	3.7767563783801647E-7	3.123599687060301E-5	0	0	5.999429824561403	88.72694820821813	CD163;CYBB;TCIRG1;LILRB4;CORO1B;CLDN5;TYROBP;CTSL;SLAMF8;ACP5;VSIG4;CD14;CTSB;C1QC
SEMA4A human tf ARCHS4 coexpression	14/299	3.7767563783801647E-7	3.123599687060301E-5	0	0	5.999429824561403	88.72694820821813	CD163;FCER1G;ITGB2;CYBB;CYBA;TCIRG1;LILRB4;HLA-E;HCK;DOK3;TYROBP;TLR8;CD14;FERMT3
PLEK human tf ARCHS4 coexpression	13/299	2.276948967625112E-6	1.7785501380449486E-4	0	0	5.516657255787691	71.67613030507847	SPI1;FCER1G;ITGB2;CYBB;CYBA;TCIRG1;LILRB4;HLA-E;HCK;DOK3;TYROBP;TLR8;FERMT3
NFYC human tf ARCHS4 coexpression	12/299	1.265383718730654E-5	6.134929339776896E-4	0	0	5.042973286875726	56.87238366283102	CDC20;HCK;SPI1;DOK3;TYROBP;FCER1G;ITGB2;SLAMF8;CHI3L1;CYBA;TCIRG1;FERMT3
SPI1 human tf ARCHS4 coexpression	12/299	1.265383718730654E-5	6.134929339776896E-4	0	0	5.042973286875726	56.87238366283102	FCN1;DOK3;TYROBP;FCER1G;ITGB2;CYBB;TLR8;CYBA;CD14;TCIRG1;HLA-E;FERMT3
CREBL2 human tf ARCHS4 coexpression	12/299	1.265383718730654E-5	6.134929339776896E-4	0	0	5.042973286875726	56.87238366283102	C1QB;CD163;CTSL;SLAMF8;CYBB;ACP5;VSIG4;CD14;LIPA;LILRB4;CTSB;C1QC
ZBTB17 human tf ARCHS4 coexpression	12/299	1.265383718730654E-5	6.134929339776896E-4	0	0	5.042973286875726	56.87238366283102	ZNF484;HCK;SPI1;DOK3;TYROBP;ITGB2;CYBA;THSD7A;CD14;TCIRG1;LILRB4;FERMT3
IRF7 human tf ARCHS4 coexpression	12/299	1.265383718730654E-5	6.134929339776896E-4	0	0	5.042973286875726	56.87238366283102	HCK;SPI1;DOK3;TYROBP;FCER1G;ITGB2;TLR8;CYBA;TCIRG1;LILRB4;HLA-E;FERMT3
RXRA human tf ARCHS4 coexpression	12/299	1.265383718730654E-5	6.134929339776896E-4	0	0	5.042973286875726	56.87238366283102	FCN1;HCK;SPI1;DOK3;TYROBP;ITGB2;ATG2A;CYBB;TLR8;CYBA;TCIRG1;HLA-E
ZBTB48 human tf ARCHS4 coexpression	12/299	1.265383718730654E-5	6.134929339776896E-4	0	0	5.042973286875726	56.87238366283102	HCK;RASSF1;SPI1;DOK3;TYROBP;ITGB2;ATG2A;CYBA;TCIRG1;TNFAIP8L2;HLA-E;FERMT3
MXD3 human tf ARCHS4 coexpression	12/299	1.265383718730654E-5	6.134929339776896E-4	0	0	5.042973286875726	56.87238366283102	FCN1;HCK;SPI1;DOK3;RPUSD1;TLR8;CYBA;GCC1;TCIRG1;MMACHC;SPC24;HLA-E
SNAI3 human tf ARCHS4 coexpression	12/299	1.265383718730654E-5	6.134929339776896E-4	0	0	5.042973286875726	56.87238366283102	HCK;DOK3;TYROBP;FCER1G;ITGB2;ACP5;TLR8;CYBA;CD14;TCIRG1;HLA-E;FERMT3
PARP12 human tf ARCHS4 coexpression	12/299	1.265383718730654E-5	6.134929339776896E-4	0	0	5.042973286875726	56.87238366283102	HCK;SPI1;DOK3;TYROBP;ITGB2;CYBB;TLR8;CYBA;TCIRG1;LILRB4;HLA-E;FERMT3
SMAD7 human tf ARCHS4 coexpression	12/299	1.265383718730654E-5	6.134929339776896E-4	0	0	5.042973286875726	56.87238366283102	CD163;TYROBP;CTSL;SLAMF8;HMOX1;ACP5;VSIG4;CD14;TCIRG1;LILRB4;CTSB;C1QC
PPARD human tf ARCHS4 coexpression	11/299	6.448342251666551E-5	0.0023247100527803	0	0	4.578178254942059	44.17531070700613	CSTB;SLC37A2;CD163;CTSL;SLAMF8;CD14;TCIRG1;LILRB4;CORO1B;CTSB;C1QC
RARA human tf ARCHS4 coexpression	11/299	6.448342251666551E-5	0.0023247100527803	0	0	4.578178254942059	44.17531070700613	FCN1;HCK;SPI1;DOK3;TYROBP;ITGB2;ATG2A;TLR8;CYBA;TCIRG1;HLA-E
BATF human tf ARCHS4 coexpression	11/299	6.448342251666551E-5	0.0023247100527803	0	0	4.578178254942059	44.17531070700613	HCK;TYROBP;CCL3L1;CCL3;DHX16;CYBA;TNFAIP8L2;LILRB4;PSMB8;HLA-E;FERMT3
USF1 human tf ARCHS4 coexpression	11/299	6.448342251666551E-5	0.0023247100527803	0	0	4.578178254942059	44.17531070700613	HCK;SPI1;DOK3;TYROBP;ITGB2;CYBB;TLR8;CYBA;TCIRG1;HLA-E;FERMT3
ATF3 human tf ARCHS4 coexpression	11/299	6.448342251666551E-5	0.0023247100527803	0	0	4.578178254942059	44.17531070700613	CSTB;CD163;TYROBP;CTSL;CCL3;HMOX1;ACP5;VSIG4;LILRB4;CTSB;C1QC
BATF2 human tf ARCHS4 coexpression	11/299	6.448342251666551E-5	0.0023247100527803	0	0	4.578178254942059	44.17531070700613	HCK;SPI1;TYROBP;FCER1G;CCL8;TLR8;CYBA;TCIRG1;LILRB4;HLA-E;C1QC
ATF5 human tf ARCHS4 coexpression	11/299	6.448342251666551E-5	0.0023247100527803	0	0	4.578178254942059	44.17531070700613	CD163;TYROBP;CTSL;APOC1;SLAMF8;HMOX1;VSIG4;CD14;LILRB4;CTSB;C1QC
ZNF710 human tf ARCHS4 coexpression	11/299	6.448342251666551E-5	0.0023247100527803	0	0	4.578178254942059	44.17531070700613	HCK;SPI1;DOK3;TYROBP;ITGB2;CYBB;TLR8;CYBA;CD14;TCIRG1;HLA-E
CEBPA human tf ARCHS4 coexpression	11/299	6.448342251666551E-5	0.0023247100527803	0	0	4.578178254942059	44.17531070700613	ALDH3A2;SPI1;TYROBP;ITGB2;APOC1;ACP5;CYBA;TCIRG1;CORO1B;FERMT3;C1QC
RNF166 human tf ARCHS4 coexpression	11/299	6.448342251666551E-5	0.0023247100527803	0	0	4.578178254942059	44.17531070700613	FCN1;HCK;SPI1;DOK3;TYROBP;ITGB2;TLR8;CYBA;TCIRG1;HLA-E;FERMT3
MXD1 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	FCN1;HCK;SPI1;DOK3;TYROBP;ITGB2;CYBB;TLR8;TCIRG1;HLA-E
ELF4 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	HCK;SPI1;DOK3;TYROBP;ITGB2;TLR8;CYBA;TCIRG1;HLA-E;FERMT3
TFEB human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	HCK;SPI1;DOK3;TYROBP;ITGB2;TLR8;CYBA;TCIRG1;HLA-E;FERMT3
HIVEP3 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	SLC37A2;CD163;TYROBP;CTSL;HMOX1;VSIG4;LILRB4;FERMT3;CTSB;C1QC
NR1H2 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	HCK;CD74;SPI1;DOK3;ATG2A;CYBA;TCIRG1;CORO1B;HLA-E;FERMT3
FLI1 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	FCN1;HCK;SPI1;DOK3;ITGB2;CYBB;TLR8;CYBA;HLA-E;FERMT3
ZBTB7B human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	HCK;SPI1;DOK3;ITGB2;ATG2A;TLR8;CYBA;TCIRG1;CORO1B;HLA-E
IRF2 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	HCK;SPI1;DOK3;TYROBP;ITGB2;CYBB;TLR8;CYBA;TCIRG1;FERMT3
ASCL2 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	HCK;SPI1;DOK3;TYROBP;ITGB2;CYBA;TCIRG1;LILRB4;CORO1B;HLA-E
RORB human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	PTPRT;UNC80;UNC13C;OLFM1;SPTBN4;SCN8A;GABRA4;CADPS;ST8SIA5;PLXNA4
IRF9 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	HCK;SPI1;DOK3;TYROBP;ITGB2;TLR8;CYBA;TCIRG1;TNFAIP8L2;PSMB8
ZNF385D human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	DPP10;UNC80;TPH2;GRM7;PKD1L2;CSMD3;SLC1A6;ZBTB8B;PLXNA4;GARNL3
ZNF524 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	HCK;SPI1;DOK3;TYROBP;ITGB2;CYBA;TCIRG1;CORO1B;HLA-E;FERMT3
ETV3L human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	HCK;CD163;TYROBP;FCER1G;CCL3L1;CTSL;CCL3;VSIG4;LILRB4;C1QC
ZNF467 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	FCN1;HCK;SPI1;DOK3;TYROBP;ITGB2;TLR8;CYBA;TCIRG1;HLA-E
DHX34 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	HCK;SPI1;DOK3;TYROBP;ITGB2;ATG2A;TLR8;CYBA;TCIRG1;HLA-E
TRAFD1 human tf ARCHS4 coexpression	10/299	2.9950868090826703E-4	0.007519807238518276	0	0	4.122077812473626	33.44393073885998	HCK;CD74;SPI1;DOK3;ITGB2;TLR8;CYBA;TCIRG1;HLA-E;FERMT3
NFKB2 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	HCK;SPI1;TYROBP;ITGB2;CYBA;TCIRG1;LILRB4;FERMT3;C1QC
LYL1 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	HCK;RASSF1;SPI1;DOK3;CYBA;TCIRG1;TNFAIP8L2;HLA-E;FERMT3
POU6F2 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	PCSK2;UNC80;TPH2;SNTG1;DDX25;GADL1;PKD1L2;PCDHB11;ZBTB8B
BCL6 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	FCN1;HCK;SPI1;DOK3;TYROBP;ITGB2;TLR8;TCIRG1;HLA-E
NFE2L2 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	ALDH3A2;CSTB;CD163;TYROBP;CTSL;VSIG4;LILRB4;CTSB;C1QC
NFE2 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	HCK;RASSF1;SPI1;DOK3;TLR8;CYBA;TNFAIP8L2;HLA-E;FERMT3
IRF1 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	FCN1;HCK;SPI1;DOK3;TYROBP;ITGB2;TLR8;CYBA;TCIRG1
STAT5A human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	HCK;SPI1;DOK3;TYROBP;ITGB2;CYBA;TCIRG1;HLA-E;FERMT3
THRB human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	PTPRT;UNC80;UNC13C;OLFM1;SPTBN4;SCN8A;GABRA4;ST8SIA5;C12ORF42
KLF13 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	FCN1;HCK;SPI1;DOK3;ITGB2;CYBB;TLR8;TCIRG1;HLA-E
STAT2 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	HCK;SPI1;CCL8;ITGB2;CYBB;TLR8;TCIRG1;LILRB4;HLA-E
ZNF319 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	HCK;SPI1;DOK3;TYROBP;ITGB2;TLR8;CYBA;TCIRG1;HLA-E
ZNF483 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	RAB3B;UNC80;UNC13C;SNTG1;SCN8A;GABRA4;CADPS;PKD1L2;ZBTB8B
ZNF746 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	HCK;SPI1;DOK3;TYROBP;ITGB2;ATG2A;TLR8;TCIRG1;HLA-E
MYT1L human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	DPP10;UNC80;OLFM1;GRM7;SCN8A;GABRA4;ZBTB8B;PLXNA4;GARNL3
ZFYVE26 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	SLC37A2;CD163;TYROBP;CYBB;ACP5;LIPA;LILRB4;CTSB;C1QC
AKNA human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	FCN1;HCK;SPI1;DOK3;ITGB2;TLR8;CYBA;TCIRG1;HLA-E
SCAPER human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	DPP10;PCSK2;UNC80;TPH2;GRM7;SNTG1;DDX25;ZBTB8B;CORIN
PLXNC1 human tf ARCHS4 coexpression	9/299	0.0012591190500283983	0.023604285124532373	0	0	3.6744827586206896	24.53578161369993	FCN1;HCK;SPI1;DOK3;TYROBP;ITGB2;CYBB;TLR8;HLA-E
ARX human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	RAB3B;PCSK2;GRM7;SNTG1;CADPS;ZBTB8B;ST18;CORIN
PAX6 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	RAB3B;PCSK2;UNC80;SNTG1;CADPS;THUMPD1;PCDHB11;ST18
TBX21 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	RASSF1;ITGB2;ALOX5AP;LYRM7;CYBA;TCIRG1;HCST;HLA-E
NFKB1 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	HCK;CD163;TYROBP;FCER1G;CYBB;LILRB4;FERMT3;C1QC
VDR human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	SLC37A2;SLAMF8;CD14;MUC3A;LILRB4;CORO1B;CTSB;C1QC
TRERF1 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	HCK;SPI1;DOK3;ITGB2;ATG2A;TLR8;TCIRG1;HLA-E
KLF2 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	HCK;SPI1;DOK3;ITGB2;ATG2A;CYBA;TCIRG1;HLA-E
NFATC1 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	SPI1;DOK3;ITGB2;CYBA;CYB561A3;TCIRG1;HLA-E;FERMT3
STAT4 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	CD52;ITGB2;ALOX5AP;CCL3;HCST;PSMB8;HLA-E;PATL2
ST18 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	RAB3B;PCSK2;UNC80;SNTG1;DCHS2;CADPS;CSMD3;PCDHB11
STAT6 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	HCK;SPI1;DOK3;ITGB2;TLR8;CYBA;TCIRG1;HLA-E
STAT5B human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	FCN1;HCK;SPI1;DOK3;ITGB2;TLR8;TCIRG1;HLA-E
ZNF540 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	RAB3B;PCSK2;UNC80;SNTG1;DDX25;PKD1L2;CSMD3;ZBTB8B
BAZ2B human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	DPP10;UNC80;SNTG1;GADL1;PKD1L2;CSMD3;ZBTB8B;ST18
ZFP36 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	SPI1;TYROBP;ITGB2;ATG2A;CYBA;TCIRG1;FOS;HLA-E
SSH2 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	FCN1;HCK;SPI1;DOK3;ITGB2;CYBB;TLR8;HLA-E
RGS7 human tf ARCHS4 coexpression	8/299	0.0047519324439142295	0.0726219240885153	0	0	3.23520887674409	17.305791984051634	PCSK2;UNC80;UNC13C;OLFM1;SPTBN4;SCN8A;GABRA4;CADPS
RUNX3 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	SPI1;DOK3;ITGB2;CYBA;TCIRG1;HLA-E;FERMT3
FOSL2 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	HCK;SPI1;TYROBP;ITGB2;ATG2A;CYBB;TCIRG1
USF2 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	SPI1;TYROBP;ITGB2;CYBA;TCIRG1;CORO1B;FERMT3
MEIS2 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	RAB3B;UNC80;GRM7;CADPS;CSMD3;ZBTB8B;PLXNA4
IRF8 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	CD74;FCER1G;CD180;CYBA;CYB561A3;LILRB4;FERMT3
HHEX human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	CD74;RASSF1;SPI1;DOK3;CYBA;HLA-E;FERMT3
SP2 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	HCK;SPI1;DOK3;ITGB2;ATG2A;TCIRG1;HLA-E
JUNB human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	SPI1;ITGB2;ATG2A;CYBA;TCIRG1;FOS;HLA-E
FOXO4 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	HCK;SPI1;DOK3;ATG2A;TLR8;SPTB;HLA-E
ZNF516 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	FCN1;RAB3B;HCK;SPI1;DOK3;TYROBP;TLR8
TOE1 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	CDC20;NDC1;CCNB1;CENPM;KIF20A;TK1;NFRKB
ZFP36L2 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	CD74;RASSF1;DOK3;CYBA;FOS;HLA-E;FERMT3
ZNF276 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	HCK;SPI1;DOK3;ITGB2;CYBA;TCIRG1;HLA-E
ZNF333 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	UNC80;TPH2;MYO3B;MYO15A;GADL1;PKD1L2;ZBTB8B
TSC22D4 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	HCK;SPI1;DOK3;ITGB2;CYBA;TCIRG1;HLA-E
ZNF570 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	GRM7;MYO3B;SNTG1;MYO15A;LYRM7;PKD1L2;ZBTB8B
ZNF519 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	UNC80;TPH2;ZNF484;GADL1;PKD1L2;THSD7A;ZBTB8B
ZBTB34 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	HCK;SPI1;DOK3;ITGB2;CYBB;TLR8;HLA-E
ZNF366 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	SLC37A2;CD180;SLAMF8;ACP5;PKD1L2;LIPA;CTSB
AFF3 human tf ARCHS4 coexpression	7/299	0.015945845042628644	0.1852880837184783	0	0	2.8040767779509475	11.604831529084285	DPP10;PTPRT;UNC80;TPH2;GRM7;ZBTB8B;PLXNA4
