Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
mRNA stability regulation by proteins that bind AU-rich elements	9/86	3.9377145380020853E-7	2.05477104073927E-5	0	0	11.073551448551449	163.30714641864336	PSMB6;EXOSC4;PSMB5;PSMD14;PSMB3;UBC;PSME2;YWHAZ;PSMB10
Disease	23/674	1.2858671429482444E-6	6.150731167102436E-5	0	0	3.484219361173136	47.26022056319918	ATP6V0B;HSP90AA1;CXCL8;PSMD14;RPS5;RPSA;RPL8;AAAS;PSMB10;STX10;PSMB6;EXOSC4;PSMB5;PSMB3;UBC;SAA1;PSME2;RPS2;POLR2H;RPL29;AP1M2;ATF4;ATP6V1F
Antigen processing: cross presentation	8/79	2.2733770646982765E-6	1.0037834116437005E-4	0	0	10.627131208302446	138.09153741033595	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;ITGAV;PSMB10
HIF-1 degradation in normoxia	8/88	5.152352352890804E-6	2.1124644646852296E-4	0	0	9.427272727272728	114.78701177894938	PSMB6;HSP90AA1;PSMB5;PSMD14;PSMB3;PSME2;HIF1AN;PSMB10
Ubiquitin-mediated degradation of phosphorylated Cdc25A	7/64	5.906741676066499E-6	2.260313148041447E-4	0	0	11.535672514619883	138.88276257841517	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;PSMB10
Destabilization of mRNA by AUF1 (hnRNP D0)	7/66	7.270388958663654E-6	2.608252038920586E-4	0	0	11.143502824858757	131.8465909084765	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;PSMB10
Activation of NF-kappaB in B cells	7/68	8.885758879520056E-6	3.0002503510850073E-4	0	0	10.777049180327868	125.34851306140688	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;PSMB10
T cell receptor regulation of apoptosis	20/603	9.962948551661524E-6	3.177073593696508E-4	0	0	3.34346239910841	38.50544441483697	HSP90AA1;CXCL8;NDUFB7;SIVA1;CCL20;TUBB;GSTP1;ENO1;MIF;HMGB1;RHOC;NME1;PYCARD;LGALS1;PRDX4;SCD;PGK1;PSME2;GAPDH;ATF4
HIV factor interactions with host	9/128	1.1020178562354321E-5	3.3292539446270423E-4	0	0	7.149967679379444	81.62247627368984	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;AAAS;AP1M2;PSMB10
Cyclin A-Cdk2-associated events at S phase entry	7/72	1.3016106177655696E-5	3.735622472987185E-4	0	0	10.111794871794872	113.750846932074	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;PSMB10
Degradation of beta-catenin by the destruction complex	7/73	1.4265261356191241E-5	3.899171437358939E-4	0	0	9.958080808080808	111.1091114540581	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;PSMB10
Gluconeogenesis	5/31	1.938514845693813E-5	5.057761461037494E-4	0	0	17.921806966618288	194.4695870480439	TPI1;PGK1;ENO1;FBP1;GAPDH
Apoptosis regulation	7/78	2.209470830705998E-5	5.514070681848881E-4	0	0	9.254460093896714	99.20940787197537	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;PSMB10
S phase	8/112	3.0515705819527745E-5	7.037544685527515E-4	0	0	7.242914979757085	75.30653583763045	PSMB6;PSMB5;PSMD14;PSMB3;UBC;POLD2;PSME2;PSMB10
APC/C-mediated degradation of cell cycle proteins	7/82	3.0651327027558864E-5	7.037544685527515E-4	0	0	8.75911111111111	91.03199302387436	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;PSMB10
Base excision repair	5/35	3.575342113991767E-5	7.893255282427978E-4	0	0	15.529088050314465	159.00022986487713	POLE4;MPG;POLD2;POLL;HMGB1
Autodegradation of Cdh1 by Cdh1-APC/C	6/58	3.849361802011167E-5	8.18345805316448E-4	0	0	10.789828654757565	109.67880352967255	PSMB6;PSMB5;PSMD14;PSMB3;PSME2;PSMB10
DNA replication pre-Initiation	7/88	4.844844268387209E-5	9.93193075019378E-4	0	0	8.107818930041152	80.55126509040936	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;PSMB10
Licensing factor removal from origins	6/61	5.1398467958322427E-5	0.001017335193381968	0	0	10.199741490736752	100.7316493482984	PSMB6;PSMB5;PSMD14;PSMB3;PSME2;PSMB10
Proteasome degradation	6/63	6.177269641642529E-5	0.0011819175914342705	0	0	9.840858069343977	95.37807956158981	PSMB6;PSMB5;PSMB3;UBC;PSME2;PSMB10
HIV infection	10/200	6.881737325519904E-5	0.0012742313628543306	0	0	4.981693363844394	47.74481983783715	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;POLR2H;AAAS;AP1M2;PSMB10
Downstream signaling events Of B cell receptor (BCR)	7/98	9.635602262708567E-5	0.0017283861558733491	0	0	7.213186813186813	66.70366126835155	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;PSMB10
Proteasome complex	4/24	1.2078696062966802E-4	0.002100961072770589	0	0	18.55680751173709	167.40990902890007	PSMB6;PSMB5;PSMD14;PSMB3
Electron transport reaction in mitochondria	3/10	1.428992990251341E-4	0.002343548504012199	0	0	39.604806408544725	350.63601989939673	NDUFA1;UQCRC1;SDHC
Free radical-induced apoptosis	3/10	1.428992990251341E-4	0.002343548504012199	0	0	39.604806408544725	350.63601989939673	CXCL8;GPX1;GSS
Influenza infection	8/142	1.6314828110602176E-4	0.0026013087043015694	0	0	5.612797257730486	48.94836897440276	HSP90AA1;RPS5;RPSA;POLR2H;RPS2;RPL8;RPL29;AAAS
Glycolysis	4/27	1.944710032743823E-4	0.0030169285372836606	0	0	16.13390487854664	137.8678874801993	TPI1;PGK1;ENO1;GAPDH
Signaling by the B cell receptor (BCR)	8/151	2.485009054014432E-4	0.003753671571063905	0	0	5.257135209288319	43.63455905631873	PSMB6;PSMB5;PSMD14;IGKC;PSMB3;UBC;PSME2;PSMB10
Amino acid metabolism	9/195	2.884504897497973E-4	0.004167878450845401	0	0	4.558855459057072	37.159172034783424	PSMB6;AHCY;PSMB5;PSMD14;TST;PSMB3;PSME2;HSD17B10;PSMB10
Cell cycle checkpoints	7/117	2.9044449134811156E-4	0.004167878450845401	0	0	5.961515151515152	48.551164097122104	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;PSMB10
Influenza viral RNA transcription and replication	7/125	4.341741369918905E-4	0.006078437917886467	0	0	5.555084745762712	43.007826443541155	HSP90AA1;RPS5;RPSA;POLR2H;RPS2;RPL8;RPL29
DNA replication	9/207	4.4655347803656246E-4	0.0061028975331663534	0	0	4.279938811188811	33.015239955300785	PSMB6;POLE4;PSMB5;PSMD14;PSMB3;UBC;POLD2;PSME2;PSMB10
Glucose metabolism	5/61	5.213548062342041E-4	0.006959480436707748	0	0	8.308204177897574	62.80237785986857	TPI1;PGK1;ENO1;FBP1;GAPDH
Mitotic G1-G1/S phases	7/135	6.882047146396652E-4	0.008977943322799269	0	0	5.118489583333333	37.26989399089275	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;PSMB10
Semaphorin interactions	5/66	7.496374279564282E-4	0.009562041858821995	0	0	7.6252706464583975	54.87084439558282	HSP90AA1;MYL6;TREM2;RHOC;MET
Pyrimidine metabolism	6/100	7.774896520237703E-4	0.00970171870134009	0	0	5.956135928204094	42.64259913978879	POLE4;DTYMK;POLD2;POLR2H;ITPA;NME1
Biological oxidations	7/139	8.179120854989425E-4	0.009988968873965809	0	0	4.9623737373737375	35.27630260139539	NNMT;ACSS2;AHCY;GSTP1;GSS;CYP4F11;PTGS2
ID regulation of gene expression	3/20	0.0012530452197432396	0.014984332419429574	0	0	16.29961517317207	108.9169383054218	CXCL8;MMP9;THBS1
Gastrin pathway	4/44	0.001302525533019521	0.01525815624394296	0	0	9.269014084507042	61.57823330151496	CXCL8;ITGAV;PTGS2;MMP9
Phagosome	7/154	0.001484975124463581	0.017047514428841913	0	0	4.452607709750567	28.9969721359359	TUBA1B;ATP6V0B;TUBA1A;TUBB;ITGAV;THBS1;ATP6V1F
Epstein-Barr virus LMP1 signaling	3/22	0.001665889827174307	0.01874942668231475	0	0	14.582390555828825	93.28932508117526	HSP90AA1;CXCL8;CCL20
Cardiac muscle contraction	5/80	0.00178434817257308	0.019696458674172076	0	0	6.1974842767295595	39.2220317560371	COX8A;UQCRQ;UQCRC1;COX7A2;UQCR11
Interleukin-11 pathway	3/23	0.0019005471203342391	0.020583283907016102	0	0	13.852570093457944	86.79484985745133	MUC1;TIMP1;MET
Interleukin-1 regulation of extracellular matrix	6/120	0.0019927789649050397	0.021182502330657275	0	0	4.906211025193315	30.507924786197368	SRGN;CXCL8;CCL7;CCL20;PTGS2;MMP10
Purine metabolism	7/164	0.0021249900551858366	0.02217716893957582	0	0	4.1668789808917195	25.642923898098335	POLE4;GPX1;PKM;POLD2;POLR2H;ITPA;NME1
BDNF signaling pathway	9/261	0.0022634278106739205	0.023200135059407684	0	0	3.353537087912088	20.42597482261749	TAGLN;KRT19;TUBB;AKR1C1;GSS;RPSA;TIMP1;EMP3;PTGS2
Myc active pathway	5/85	0.0023308472004882116	0.02347204022947778	0	0	5.808667452830188	35.209374107146296	HSP90AA1;ENO1;MMP9;GAPDH;NME1
Arachidonate epoxygenase/epoxide hydrolase pathway	2/7	0.002374072603739238	0.023495132319764182	0	0	36.796279069767444	222.36537500076327	COX8A;GSTP1
Interleukin-4 regulation of apoptosis	9/267	0.002635848349334579	0.025643677161322858	0	0	3.2745415921288012	19.446029609156636	CPM;CCL23;NNMT;CXCL8;CCL20;ID3;PTGS2;PDZK1IP1;MET
Thymic stromal lymphopoietin (TSLP) pathway	5/90	0.002989999484505665	0.02860432840177086	0	0	5.465593784683684	31.768665842505573	CXCL8;CCL20;PSME2;PSMB10;NME1
Proepithelin conversion to epithelin and wound repair control	2/8	0.0031428454851521086	0.029096666265763068	0	0	30.66201550387597	176.69374872650204	CXCL8;SLPI
Formyl peptide interaction with formyl peptide receptors	2/8	0.0031428454851521086	0.029096666265763068	0	0	30.66201550387597	176.69374872650204	CCL23;SAA1
PERK-regulated gene expression	3/28	0.003378343322508363	0.03046572634786704	0	0	11.079252336448597	63.04504324442629	CXCL8;EXOSC4;ATF4
Pathogenic Escherichia coli infection	4/57	0.0033968754116088687	0.03046572634786704	0	0	6.990876074054389	39.74242626545768	TUBA1B;TUBA1A;TUBB;YWHAZ
Sema4D in semaphorin signaling	3/29	0.00373829757909181	0.032401690283272985	0	0	10.652588066139469	59.53864589106745	MYL6;RHOC;MET
Matrix metalloproteinases	3/29	0.00373829757909181	0.032401690283272985	0	0	10.652588066139469	59.53864589106745	TIMP1;MMP9;MMP10
Benzo(a)pyrene metabolism	2/9	0.004011995329197343	0.032401690283272985	0	0	26.280398671096346	145.02750159395467	AKR1C1;AKR1A1
Type I hemidesmosome assembly	2/9	0.004011995329197343	0.032401690283272985	0	0	26.280398671096346	145.02750159395467	CD151;LAMC2
Inhibition of matrix metalloproteinases	2/9	0.004011995329197343	0.032401690283272985	0	0	26.280398671096346	145.02750159395467	TIMP1;MMP9
Cell cycle	12/453	0.004064803235260256	0.032401690283272985	0	0	2.5673801227808197	14.134428704642161	PSMB6;HSP90AA1;TUBA1A;PSMB5;PSMD14;PSMB3;TUBB;UBC;POLD2;PSME2;YWHAZ;PSMB10
RAGE pathway	4/60	0.004089025556824787	0.032401690283272985	0	0	6.615358819584172	36.38082571602624	CXCL8;ID3;TIMP1;MMP9
Selenium pathway	4/60	0.004089025556824787	0.032401690283272985	0	0	6.615358819584172	36.38082571602624	PRDX5;PRDX4;SAA1;PTGS2
Activation of matrix metalloproteinases	3/30	0.004120772457628794	0.032401690283272985	0	0	10.257528556593977	56.3314197801509	TIMP1;MMP9;MMP10
Apoptosis	8/242	0.005043528405127413	0.03912142303436669	0	0	3.197808039913303	16.915283256393923	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;HMGB1;PSMB10
Beta-1 integrin cell surface interactions	4/66	0.005746910668445589	0.04340429899589168	0	0	5.973345449038316	30.817043758542617	LAMC2;ITGAV;THBS1;TGM2
HIF-1 transcriptional activity in hypoxia	4/66	0.005746910668445589	0.04340429899589168	0	0	5.973345449038316	30.817043758542617	PKM;BHLHE40;PGK1;ENO1
HIF-2-alpha transcription factor network	3/34	0.005883716603139458	0.04386043285976687	0	0	8.932167621344588	45.8717420714208	BHLHE40;PGK1;HIF1AN
Methylation	2/11	0.006042469075604687	0.04446637499227039	0	0	20.43824289405685	104.4178090387619	AHCY;NNMT
Translation	6/151	0.006167095814214742	0.04480902528302863	0	0	3.8512175192024842	19.597025278633254	SSR4;RPS5;RPSA;RPS2;RPL8;RPL29
EGFR1 pathway	6/152	0.006363934187044556	0.04525323101631258	0	0	3.824644549763033	19.34164250035082	TAGLN;TUBB;LCN2;MT1G;ID3;MET
Epithelial cell signaling in Helicobacter pylori infection	4/68	0.006385908906483134	0.04525323101631258	0	0	5.786091549295775	29.240947805126574	ATP6V0B;CXCL8;MET;ATP6V1F
Cytoplasmic ribosomal proteins	5/108	0.006486951564673567	0.045408660952714966	0	0	4.506319838798315	22.702670682176247	RPS5;RPSA;RPS2;RPL8;RPL29
Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins	8/255	0.006850301793488745	0.04737437625858481	0	0	3.0274877477093542	15.087371872554302	PSMB6;PSMB5;PSMD14;PSMB3;UBC;PSME2;ITGAV;PSMB10
Phase II of biological oxidations: conjugation	4/71	0.007430087192796533	0.05037897552013083	0	0	5.526171957115829	27.090497899000976	AHCY;NNMT;GSTP1;GSS
FRA pathway	3/37	0.007460301252981046	0.05037897552013083	0	0	8.142798240791643	39.88472442246739	CXCL8;MMP9;ATF4
p38 alpha/beta MAPK downstream pathway	3/38	0.00803589128159056	0.05363490227480211	0	0	7.909746328437917	38.155329855483615	KRT19;KRT8;PTGS2
Advanced glycosylation endproduct receptor signaling	2/13	0.008447942767149467	0.05573700170510108	0	0	16.720507399577166	79.8208987439826	SAA1;HMGB1
RIG-I/MDA5-mediated induction of interferon-alpha/beta pathways	4/76	0.009409488042895283	0.06137552427979423	0	0	5.141105894627021	23.988588950044747	UBC;SAA1;ISG15;HMGB1
Bladder cancer	3/42	0.010595140606843042	0.068332704587954	0	0	7.09705248023005	32.272851262724174	CXCL8;THBS1;MMP9
Beta-3 integrin cell surface interactions	3/43	0.011300216177875634	0.07207026762334016	0	0	6.9192757009345796	31.018652300328366	ITGAV;HMGB1;THBS1
Antigen processing and presentation	4/81	0.01170374450826325	0.07382361920596818	0	0	4.806048411682214	21.376565342110755	PSMB6;HSP90AA1;PSMB5;PSME2
Metapathway biotransformation	6/174	0.011942832723404993	0.07451289112211376	0	0	3.3200744752877456	14.70004127133222	NNMT;GSTP1;AKR1C1;GSS;AKR1A1;CYP4F11
Cell death signaling by NRIF in the nucleus	2/16	0.012722280610287027	0.07852246312155649	0	0	13.135548172757476	57.32879227578616	PSENEN;UBC
ECM-receptor interaction	4/84	0.013238417077819933	0.08056547343193256	0	0	4.625117370892019	20.001931934953845	LAMC2;ITGAV;ITGB6;THBS1
Alpha-6 beta-1 and alpha-6 beta-4 integrin signaling	3/46	0.013574825745303122	0.08056547343193256	0	0	6.435557487502717	27.669925575572897	LAMC2;YWHAZ;MET
NOD signaling pathway	4/85	0.013777063673566743	0.08056547343193256	0	0	4.5677853126992405	19.571818676775536	PYCARD;HSP90AA1;CXCL8;CCL7
Phenylalanine metabolism	2/17	0.014316512700447944	0.08056547343193256	0	0	12.25922480620155	52.05685718075242	ALDH3B1;MIF
Post-chaperonin tubulin folding pathway	2/17	0.014316512700447944	0.08056547343193256	0	0	12.25922480620155	52.05685718075242	TUBA1B;TUBA1A
Syndecan 3 pathway	2/17	0.014316512700447944	0.08056547343193256	0	0	12.25922480620155	52.05685718075242	PSENEN;CXCL8
Destabilization of mRNA by KSRP	2/17	0.014316512700447944	0.08056547343193256	0	0	12.25922480620155	52.05685718075242	EXOSC4;YWHAZ
Endocytotic role of NDK, phosphins and dynamin	2/17	0.014316512700447944	0.08056547343193256	0	0	12.25922480620155	52.05685718075242	CALM2;NME1
Integrin beta-5 pathway	2/17	0.014316512700447944	0.08056547343193256	0	0	12.25922480620155	52.05685718075242	ITGAV;ITGB6
Carbohydrate metabolism	7/235	0.014476015646251455	0.08067216486357608	0	0	2.8589181286549707	12.10826757568311	TPI1;PGK1;ENO1;AAAS;GAPDH;FBP1;GALK1
Membrane trafficking	5/133	0.015075819022365705	0.08320692421959533	0	0	3.6215728183962264	15.191278256429882	BLOC1S1;UBC;VPS25;AP1M2;COPE
Corticosteroids and cardioprotection	2/18	0.015992160228332213	0.08578971935572607	0	0	11.492441860465116	47.528793749245054	HSP90AA1;CALM2
Downregulation of MTA-3 in ER-negative breast tumors	2/18	0.015992160228332213	0.08578971935572607	0	0	11.492441860465116	47.528793749245054	TUBA1A;GAPDH
Nucleotide di- and triphosphate biosynthesis and interconversion	2/18	0.015992160228332213	0.08578971935572607	0	0	11.492441860465116	47.528793749245054	DTYMK;NME1
Resolution of abasic sites (AP sites)	2/19	0.01774728578611951	0.09176064221535159	0	0	10.815868673050616	43.60441994811657	MPG;POLD2
Signaling by constitutively active EGFR	2/19	0.01774728578611951	0.09176064221535159	0	0	10.815868673050616	43.60441994811657	HSP90AA1;UBC
Hypoxic and oxygen homeostasis regulation of HIF-1-alpha	2/19	0.01774728578611951	0.09176064221535159	0	0	10.815868673050616	43.60441994811657	HSP90AA1;HIF1AN
Glutathione metabolism	3/51	0.017904515554214944	0.09176064221535159	0	0	5.763726635514018	23.185756579712617	GPX1;GSTP1;GSS
Malaria	3/51	0.017904515554214944	0.09176064221535159	0	0	5.763726635514018	23.185756579712617	CXCL8;MET;THBS1
Binding of chemokines to chemokine receptors	3/54	0.020829145647362452	0.10542163201292254	0	0	5.423859263331501	20.997939816948684	CXCL8;CCL7;CCL20
TSH regulation of gene expression	4/97	0.021340866831122487	0.10542163201292254	0	0	3.975970518451209	15.296081082347028	CXCL8;HMGB1;PTGS2;CALM2
Prion pathway	2/21	0.021488381438174105	0.10542163201292254	0	0	9.676376988984089	37.15963791491472	LAMC2;RPSA
S1P/S1P1 pathway	2/21	0.021488381438174105	0.10542163201292254	0	0	9.676376988984089	37.15963791491472	ITGAV;PTGS2
Cytosolic sensors of pathogen-associated DNA	2/21	0.021488381438174105	0.10542163201292254	0	0	9.676376988984089	37.15963791491472	SAA1;HMGB1
Protein metabolism	10/442	0.02291836127587538	0.11148423196908872	0	0	2.1639604580425837	8.170718440826715	TUBA1B;MUC1;TUBA1A;SSR4;RPS5;TIMM13;RPSA;RPS2;RPL8;RPL29
TRAF6 mediated NF-kB activation	2/22	0.023470635446478986	0.11321130038889864	0	0	9.192093023255813	34.4887807729287	SAA1;HMGB1
Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	3/57	0.024000135806430224	0.11480064960742456	0	0	5.121754932502596	19.102587809417336	RPS5;RPSA;RPS2
Nucleotide excision repair	3/58	0.025111893007861617	0.11912583955795511	0	0	5.028377230246389	18.526622056704888	POLE4;POLD2;POLR2H
Signaling events mediated by PRL	2/23	0.025524934386090183	0.12009272407881776	0	0	8.753931339977852	32.11029104435425	TUBA1B;RHOC
Pathways in cancer	8/325	0.025917550695029372	0.12094856991013708	0	0	2.35050488279776	8.586006284378227	HSP90AA1;CXCL8;GSTP1;LAMC2;ITGAV;PTGS2;MMP9;MET
DNA repair	4/105	0.027558802465976858	0.12399071246019543	0	0	3.6595546878631526	13.143046516715456	MPG;UBC;POLD2;POLR2H
Sulfur amino acid metabolism	2/24	0.02764949685523522	0.12399071246019543	0	0	8.355602536997885	29.981136427120127	AHCY;TST
TAK1 activates NF-kappaB by phosphorylation and activation of IKK complex	2/24	0.02764949685523522	0.12399071246019543	0	0	8.355602536997885	29.981136427120127	SAA1;HMGB1
Endogenous Toll-like receptor signaling	2/24	0.02764949685523522	0.12399071246019543	0	0	8.355602536997885	29.981136427120127	HMGB1;S100A9
Lysosome vesicle biogenesis	2/24	0.02764949685523522	0.12399071246019543	0	0	8.355602536997885	29.981136427120127	BLOC1S1;AP1M2
Cellular response to hypoxia	2/25	0.029842571306004533	0.12976996916398942	0	0	7.99191102123357	28.066147668640394	UBC;HIF1AN
Corticotropin releasing hormone pathway	2/25	0.029842571306004533	0.12976996916398942	0	0	7.99191102123357	28.066147668640394	HSP90AA1;CXCL8
Fatty acid biosynthesis	2/25	0.029842571306004533	0.12976996916398942	0	0	7.99191102123357	28.066147668640394	ACSS2;SCD
Glutathione conjugation	2/25	0.029842571306004533	0.12976996916398942	0	0	7.99191102123357	28.066147668640394	GSTP1;GSS
Integrin family cell surface interactions	2/26	0.032102435631498574	0.1375134183020909	0	0	7.658527131782946	26.336322121557718	ITGAV;ITGB6
Interleukin-9 regulation of target genes	2/26	0.032102435631498574	0.1375134183020909	0	0	7.658527131782946	26.336322121557718	CCL7;LCN2
Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding	2/27	0.03442739671656247	0.1453038655537269	0	0	7.351813953488372	24.76754525580241	TUBA1B;TUBA1A
TWEAK regulation of gene expression	2/27	0.03442739671656247	0.1453038655537269	0	0	7.351813953488372	24.76754525580241	CXCL8;MMP9
Gene expression	17/968	0.03502542648574195	0.14674886717383856	0	0	1.6831966351209253	5.641538198407515	SSR4;PSMD14;RPS5;RPSA;RPL8;AAAS;YWHAZ;PSMB10;PSMB6;EXOSC4;PSMB5;PSMB3;UBC;PSME2;RPS2;POLR2H;RPL29
Endosomal sorting complex required for transport (ESCRT) pathway	2/28	0.03681579001278303	0.15313234396621347	0	0	7.068694096601074	23.33961526826255	UBC;VPS25
Phase I of biological oxidations: functionalization of compounds	3/69	0.03913418905034627	0.16099051456222957	0	0	4.1879779099405265	13.572226239843953	ACSS2;PTGS2;CYP4F11
Transferrin endocytosis and recycling	2/29	0.03926597916151941	0.16099051456222957	0	0	6.806546080964686	22.035490537003085	ATP6V0B;ATP6V1F
AP-1 transcription factor network	3/70	0.040569883852515636	0.1628469463730348	0	0	4.125261542753522	13.220346390433694	CXCL8;TIMP1;MMP9
Antiviral mechanism by interferon-stimulated genes	3/70	0.040569883852515636	0.1628469463730348	0	0	4.125261542753522	13.220346390433694	UBC;ISG15;AAAS
Nucleotide metabolism	3/70	0.040569883852515636	0.1628469463730348	0	0	4.125261542753522	13.220346390433694	DTYMK;GPX1;NME1
Inflammatory response pathway	2/30	0.041776355525269364	0.1663098877631917	0	0	6.56312292358804	20.84070301339166	LAMC2;THBS1
Focal adhesion	6/233	0.042012079661433444	0.1663098877631917	0	0	2.4497567697350564	7.765234332278198	MYL6;LAMC2;ITGAV;ITGB6;MET;THBS1
Activated NOTCH1 signaling in the nucleus	2/31	0.04434533783208595	0.1704503133886816	0	0	6.336487570168404	19.74289655961879	PSENEN;UBC
Prostaglandin biosynthesis and regulation	2/31	0.04434533783208595	0.1704503133886816	0	0	6.336487570168404	19.74289655961879	ANXA2;PTGS2
Alpha-V beta-3 integrin/OPN pathway	2/31	0.04434533783208595	0.1704503133886816	0	0	6.336487570168404	19.74289655961879	ITGAV;MMP9
Amino acid transport across the plasma membrane	2/31	0.04434533783208595	0.1704503133886816	0	0	6.336487570168404	19.74289655961879	SLC7A11;SLC38A5
Immune system	17/998	0.0445427648228262	0.1704503133886816	0	0	1.6291233435270132	5.06870049061983	PSMD14;ISG15;HMGB1;AAAS;YWHAZ;PSMB10;PSMB6;PYCARD;PSMB5;IFI27;IGKC;PSMB3;UBC;SAA1;PSME2;ITGAV;AP1M2
Syndecan 4 pathway	2/32	0.04697137175316508	0.17855342639944868	0	0	6.1249612403100775	18.731460433214014	THBS1;MMP9
Negative regulators of RIG-I/MDA5 signaling	2/33	0.049652929518605546	0.1875051417347341	0	0	5.92708177044261	17.797235907210457	UBC;ISG15
Fatty acid beta oxidation	2/34	0.05238850950755387	0.19165979340409828	0	0	5.74156976744186	16.93227964743817	ACSS2;TPI1
Fructose and mannose metabolism	2/34	0.05238850950755387	0.19165979340409828	0	0	5.74156976744186	16.93227964743817	TPI1;FBP1
Interleukin-7 interactions in immune response	2/34	0.05238850950755387	0.19165979340409828	0	0	5.74156976744186	16.93227964743817	CXCL8;UBC
