Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
EPAS1 human tf ARCHS4 coexpression	23/299	1.0369784430105443E-13	9.162009537657868E-12	0	0	8.696078431372548	259.98922279487357	CLIC5;CALCOCO1;ADH1B;MCAM;CAV1;RTKN2;BGN;HDLBP;EMP2;FMO2;PRELP;LYVE1;DCN;AQP1;MFAP4;MYO1B;COL4A2;PALMD;ADAMTS1;PLSCR4;SERPING1;STOM;A2M
MKX human tf ARCHS4 coexpression	23/299	1.0369784430105443E-13	9.162009537657868E-12	0	0	8.696078431372548	259.98922279487357	SPARC;FAM114A1;CAV1;FN1;HDLBP;LAYN;PCOLCE;THY1;THBS2;DKK1;DKK3;COL1A1;GREM1;ADAMTS2;COL1A2;PSG5;CALD1;ADAMTS1;CTSK;COL5A2;CALU;COL8A1;COL6A3
OSR2 human tf ARCHS4 coexpression	23/299	1.0369784430105443E-13	9.162009537657868E-12	0	0	8.696078431372548	259.98922279487357	FAM114A1;FN1;HDLBP;LAYN;PCOLCE;PRELP;THY1;THBS2;DKK1;DCN;COL1A1;GREM1;MFAP4;ADAMTS2;COL1A2;PSG5;CALD1;ADAMTS1;CTSK;CALU;PMP22;SERPING1;COL6A3
TEAD1 human tf ARCHS4 coexpression	22/299	8.995751602001647E-13	7.111378371687617E-11	0	0	8.243451878024425	228.64741944304734	SPARC;FAM114A1;CAV1;FN1;HDLBP;PCOLCE;ADAMTS12;THBS2;COL1A1;TJP1;ANLN;LMAN1;MYO1B;COL1A2;COL4A2;CALD1;ADAMTS1;KIF5B;COL5A2;CALU;COL6A3;ZNF106
ATOH8 human tf ARCHS4 coexpression	22/299	8.995751602001647E-13	7.111378371687617E-11	0	0	8.243451878024425	228.64741944304734	CLIC5;CALCOCO1;SPARC;ADH1B;CAV1;FN1;BGN;HDLBP;FMO2;PCOLCE;PRELP;ABCA8;AQP1;GREM1;MFAP4;ADAMTS2;COL1A2;COL4A2;PALMD;ADAMTS1;SERPING1;COL6A3
CREB3L2 human tf ARCHS4 coexpression	21/299	7.402512593655343E-12	5.559286957835163E-10	0	0	7.798561151079137	199.87089619348023	SRRM2;FAM114A1;HSPA5;FN1;BGN;HDLBP;UBR4;PCOLCE;THBS2;COL1A1;TJP1;GREM1;LMAN1;ADAMTS2;COL4A2;CALD1;CALU;SRPRA;COL6A3;COPG1;SEC31A
BCL6B human tf ARCHS4 coexpression	20/299	5.767076714764145E-11	3.766151837206845E-9	0	0	7.361252593850217	173.5508838880071	CLIC5;PLK2;MCAM;CAV1;F2R;F11R;GNG11;LYVE1;AQP1;APLN;TJP1;MYCT1;COL4A2;PALMD;COL4A1;PLSCR4;PECAM1;PMP22;CDH13;CD34
ZMAT3 human tf ARCHS4 coexpression	20/299	5.767076714764145E-11	3.766151837206845E-9	0	0	7.361252593850217	173.5508838880071	SPARC;FAM114A1;F2R;FN1;HDLBP;PCOLCE;ADAMTS12;THBS2;COL1A1;GREM1;COL3A1;ADAMTS2;COL1A2;COL4A2;CALD1;COL5A2;CALU;COL8A1;COL6A3;CTHRC1
FOXL1 human tf ARCHS4 coexpression	20/299	5.767076714764145E-11	3.766151837206845E-9	0	0	7.361252593850217	173.5508838880071	SPARC;FAM114A1;CAV1;F2R;FN1;HDLBP;LAYN;PCOLCE;ADAMTS12;DKK3;COL1A1;GREM1;MYO1B;COL4A2;COL4A1;CALD1;ADAMTS1;CALU;COL6A3;CTHRC1
HIF1A human tf ARCHS4 coexpression	19/299	4.2447187049927757E-10	2.4521413441919804E-8	0	0	6.931376215407629	149.5803143351812	KLF10;SPARC;FAM114A1;CAV1;FN1;HDLBP;ADAMTS12;THBS2;DKK1;COL1A1;GREM1;LMAN1;ADAMTS2;MYO1B;CALD1;ADAMTS1;COL5A2;CALU;COL6A3
TCF21 human tf ARCHS4 coexpression	19/299	4.2447187049927757E-10	2.4521413441919804E-8	0	0	6.931376215407629	149.5803143351812	CLIC5;ADH1B;BGN;EMP2;FMO2;PCOLCE;PRELP;ABCA8;DCN;AQP1;DKK3;GREM1;MFAP4;COL3A1;ADAMTS2;ADAMTS1;SERPING1;COL6A3;A2M
HEYL human tf ARCHS4 coexpression	19/299	4.2447187049927757E-10	2.4521413441919804E-8	0	0	6.931376215407629	149.5803143351812	POSTN;SPARC;MCAM;CAV1;FN1;BGN;PRELP;ADAMTS12;ACTA2;ADAMTS2;MYO1B;COL4A2;COL4A1;CALD1;TNNT2;CALU;CDH13;ZNF106;MOCS1
TSHZ3 human tf ARCHS4 coexpression	18/299	2.944761942030684E-9	1.5251835989414097E-7	0	0	6.508785587188612	127.8536234541414	SGIP1;NTM;FN1;BGN;PCOLCE;TSC1;THY1;DKK3;COL1A1;GREM1;MFAP4;COL3A1;ADAMTS2;COL1A2;CALD1;ADAMTS1;COL6A3;CTHRC1
TBX3 human tf ARCHS4 coexpression	18/299	2.944761942030684E-9	1.5251835989414097E-7	0	0	6.508785587188612	127.8536234541414	SPON2;FARP1;FN1;HDLBP;PCOLCE;THBS2;COL1A1;TJP1;GREM1;LMAN1;ADAMTS2;COL1A2;COL4A2;CALD1;ADAMTS1;CALU;COL6A3;COPG1
CUL4B human tf ARCHS4 coexpression	18/299	2.944761942030684E-9	1.5251835989414097E-7	0	0	6.508785587188612	127.8536234541414	FAM114A1;ST13;CAV1;FN1;HDLBP;LAYN;DKK1;TJP1;ANLN;LMAN1;COL1A2;PSG5;CALD1;ADAMTS1;KIF5B;COL5A2;CALU;EIF4B
FOXF2 human tf ARCHS4 coexpression	17/299	1.9206471265107004E-8	9.616039946730241E-7	0	0	6.0933377429904825	108.26653816855503	MCAM;NTM;FN1;BGN;LAYN;PCOLCE;PRELP;GNG11;DCN;GREM1;MFAP4;MYO1B;COL4A1;CALD1;ADAMTS1;MOCS1;ATF3
SOX18 human tf ARCHS4 coexpression	16/299	1.174383355030896E-7	5.512261872676268E-6	0	0	5.684893082219227	90.7158425270995	CLIC5;MCAM;CAV1;BGN;GNG11;LYVE1;AQP1;APLN;MYCT1;COL4A2;PALMD;COL4A1;PLSCR4;PECAM1;ITM2A;CD34
ARID5B human tf ARCHS4 coexpression	16/299	1.174383355030896E-7	5.512261872676268E-6	0	0	5.684893082219227	90.7158425270995	MAPK1IP1L;TSPYL1;FAM114A1;BROX;CAV1;DKK1;DCN;PSG5;CALD1;ADAMTS1;CALU;PGM3;PMP22;SRSF6;SEC31A;ARF6
CD36 human tf ARCHS4 coexpression	15/299	6.710698942323168E-7	3.05438479132406E-5	0	0	5.283315276273023	75.09911725543427	CALCOCO1;ADH1B;SERPINF1;MCAM;DPT;FMO2;PRELP;ABCA8;PYGL;LYVE1;AQP1;PALMD;STOM;ZNF106;MOCS1
SOX17 human tf ARCHS4 coexpression	14/299	3.571007800532435E-6	1.4496361395674912E-4	0	0	4.888471177944862	61.31444512779847	MCAM;PTGR1;GNG11;LYVE1;APLN;TJP1;MYCT1;MYO1B;COL4A2;PALMD;COL4A1;COL5A2;PECAM1;ITM2A
SOX7 human tf ARCHS4 coexpression	14/299	3.571007800532435E-6	1.4496361395674912E-4	0	0	4.888471177944862	61.31444512779847	MCAM;EMP2;GNG11;LYVE1;APLN;TJP1;MYCT1;PALMD;PECAM1;CDH13;ITM2A;CD34;ARF6;F2RL3
DDIT3 human tf ARCHS4 coexpression	14/299	3.571007800532435E-6	1.4496361395674912E-4	0	0	4.888471177944862	61.31444512779847	KLF10;PPP1R15A;TSPYL1;HSPA5;GDF15;IFRD1;SLC3A2;HERPUD1;PTP4A1;UGDH;SBDS;PGM3;ATF3;SEC31A
GLIS3 human tf ARCHS4 coexpression	14/299	3.571007800532435E-6	1.4496361395674912E-4	0	0	4.888471177944862	61.31444512779847	SPARC;FAM114A1;HDLBP;ADAMTS12;CLU;TJP1;MYO1B;COL1A2;CALD1;CALU;PGM3;COL6A3;COPG1;VIM
NR2F2 human tf ARCHS4 coexpression	13/299	1.7626247260718445E-5	6.788364970666436E-4	0	0	4.500230733733272	49.26007214288476	GDF15;F2R;BGN;PCOLCE;ADAMTS12;PHF21A;NGRN;COL4A2;CALD1;ADAMTS1;COL5A2;COPG1;VIM
SMARCA1 human tf ARCHS4 coexpression	13/299	1.7626247260718445E-5	6.788364970666436E-4	0	0	4.500230733733272	49.26007214288476	FARP1;SPARC;CBX5;FAM114A1;SERPINF1;AGT;TJP1;LMAN1;MYO1B;ARMCX2;CALD1;COL5A2;CALU
ZFX human tf ARCHS4 coexpression	12/299	8.034027014601199E-5	0.0024134217151862	0	0	4.118466898954704	38.83401103696242	MAPK1IP1L;SH3YL1;PARD6B;TSPYL1;FAM114A1;THRAP3;BROX;PGM3;SRSF6;PAFAH1B2;GLS;ARF6
TEAD3 human tf ARCHS4 coexpression	12/299	8.034027014601199E-5	0.0024134217151862	0	0	4.118466898954704	38.83401103696242	COL1A1;ADAMTS2;COL4A2;CPSF1;CALD1;FN1;CALU;BGN;HDLBP;COL6A3;PCOLCE;ADAMTS12
HOXC8 human tf ARCHS4 coexpression	12/299	8.034027014601199E-5	0.0024134217151862	0	0	4.118466898954704	38.83401103696242	COL1A1;GREM1;ADAMTS2;COL1A2;CALD1;ADAMTS1;CAV1;FN1;CALU;HDLBP;PCOLCE;CTHRC1
RARB human tf ARCHS4 coexpression	12/299	8.034027014601199E-5	0.0024134217151862	0	0	4.118466898954704	38.83401103696242	TJP1;CUL4A;COL3A1;POSTN;SPARC;CALD1;COL5A2;CALU;PGM3;TSC1;ADAMTS12;PTGR1
MYF5 human tf ARCHS4 coexpression	12/299	8.034027014601199E-5	0.0024134217151862	0	0	4.118466898954704	38.83401103696242	ACTA2;SPARC;FAM114A1;TNNT2;NTM;CAV1;CALU;SBDS;COL8A1;CDH13;ZNF106;ADAMTS12
ELK3 human tf ARCHS4 coexpression	12/299	8.034027014601199E-5	0.0024134217151862	0	0	4.118466898954704	38.83401103696242	GREM1;CALCOCO1;CAV1;F2R;FN1;BGN;PECAM1;LAYN;STOM;VIM;GNG11;PRSS23
HOXC11 human tf ARCHS4 coexpression	12/299	8.034027014601199E-5	0.0024134217151862	0	0	4.118466898954704	38.83401103696242	ACTA2;ANLN;BRD2;ADAMTS1;PLK2;CAV1;CALU;TMEM106C;HDLBP;EMP2;DKK1;TM4SF1
PPARG human tf ARCHS4 coexpression	12/299	8.034027014601199E-5	0.0024134217151862	0	0	4.118466898954704	38.83401103696242	CEACAM1;GPRC5A;PALMD;ADH1B;SERPINF1;MCAM;CAV1;DPT;FMO2;PYGL;DKK1;MOCS1
NKX2-1 human tf ARCHS4 coexpression	12/299	8.034027014601199E-5	0.0024134217151862	0	0	4.118466898954704	38.83401103696242	MAPK1IP1L;ATF7IP;CLIC5;FARP1;CBX5;THRAP3;NTM;RTKN2;EMP2;FMO2;SRSF5;AQP1
HOXD8 human tf ARCHS4 coexpression	12/299	8.034027014601199E-5	0.0024134217151862	0	0	4.118466898954704	38.83401103696242	TJP1;CLIC5;COL3A1;SPARC;COL4A2;ADAMTS1;CAV1;COL5A2;CALU;HDLBP;TIMP3;PCOLCE
JUN human tf ARCHS4 coexpression	12/299	8.034027014601199E-5	0.0024134217151862	0	0	4.118466898954704	38.83401103696242	SRRM2;KDM6B;PPP1R15A;BRD2;KDM2A;ADAMTS1;IFT122;SRSF5;ITM2A;LYVE1;ATF3;APLN
MEOX2 human tf ARCHS4 coexpression	11/299	3.3643874485730376E-4	0.008422183246261171	0	0	3.7430555555555554	29.93356885255245	SRRM2;COL3A1;CALCOCO1;ADAMTS2;PALMD;MCAM;COL5A2;BGN;PCOLCE;VIM;AQP1
NR4A1 human tf ARCHS4 coexpression	11/299	3.3643874485730376E-4	0.008422183246261171	0	0	3.7430555555555554	29.93356885255245	SRRM2;KDM6B;CLIC5;ADAMTS1;EMP2;FMO2;PRELP;A2M;LYVE1;ATF3;AQP1
FOSB human tf ARCHS4 coexpression	11/299	3.3643874485730376E-4	0.008422183246261171	0	0	3.7430555555555554	29.93356885255245	SRRM2;KDM6B;KLF10;PPP1R15A;BRD2;NXF1;KDM2A;FMO2;SRSF5;TSPOAP1;ATF3
SKIL human tf ARCHS4 coexpression	11/299	3.3643874485730376E-4	0.008422183246261171	0	0	3.7430555555555554	29.93356885255245	MAPK1IP1L;PARD6B;TSPYL1;CBX5;THRAP3;BROX;CD24;SRSF6;AASS;PAFAH1B2;ARF6
ZBTB38 human tf ARCHS4 coexpression	11/299	3.3643874485730376E-4	0.008422183246261171	0	0	3.7430555555555554	29.93356885255245	GREM1;LMAN1;FAM114A1;CAV1;FN1;CALU;HDLBP;THBS2;GLS;SYNE1;CTHRC1
MYNN human tf ARCHS4 coexpression	11/299	3.3643874485730376E-4	0.008422183246261171	0	0	3.7430555555555554	29.93356885255245	MAPK1IP1L;PARD6B;TSPYL1;TGDS;THRAP3;PGM3;SRSF6;PAFAH1B2;SEC31A;HERPUD1;ARF6
GLIS2 human tf ARCHS4 coexpression	11/299	3.3643874485730376E-4	0.008422183246261171	0	0	3.7430555555555554	29.93356885255245	COL1A1;MFAP4;ADAMTS2;COL1A2;FN1;BGN;HDLBP;PCOLCE;PRELP;THBS2;DCN
FOXS1 human tf ARCHS4 coexpression	11/299	3.3643874485730376E-4	0.008422183246261171	0	0	3.7430555555555554	29.93356885255245	SPARC;COL4A2;COL4A1;CALD1;MCAM;NTM;FN1;BGN;PRELP;GNG11;MOCS1
TSC22D2 human tf ARCHS4 coexpression	11/299	3.3643874485730376E-4	0.008422183246261171	0	0	3.7430555555555554	29.93356885255245	MAPK1IP1L;PARD6B;TSPYL1;THRAP3;BROX;IFRD1;MGP;PGM3;SRSF6;PAFAH1B2;ARF6
ZFR human tf ARCHS4 coexpression	11/299	3.3643874485730376E-4	0.008422183246261171	0	0	3.7430555555555554	29.93356885255245	PTP4A1;ATF7IP;ANLN;CBX5;ST13;THRAP3;KIF5B;NOLC1;VPS35;SLC3A2;EIF4B
HOXA11 human tf ARCHS4 coexpression	10/299	0.001286945322339172	0.027614169630763373	0	0	3.3738754325259515	22.454773405366762	COL1A1;BRD2;ADAMTS2;PSG5;ADAMTS1;HDLBP;LAYN;PCOLCE;THBS2;DKK1
XBP1 human tf ARCHS4 coexpression	10/299	0.001286945322339172	0.027614169630763373	0	0	3.3738754325259515	22.454773405366762	UGDH;PARD6B;RPS6KB1;PLK2;HDLBP;SRPRA;EMP2;COPG1;F11R;SULF2
KLF9 human tf ARCHS4 coexpression	10/299	0.001286945322339172	0.027614169630763373	0	0	3.3738754325259515	22.454773405366762	CLIC5;CALCOCO1;ABLIM1;ADH1B;STOM;ABCA8;LYVE1;OPTN;AQP1;SYNE1
FOXA1 human tf ARCHS4 coexpression	10/299	0.001286945322339172	0.027614169630763373	0	0	3.3738754325259515	22.454773405366762	SPON2;BRD2;PARD6B;KDM2A;RPS6KB1;GDF15;PLK2;HDLBP;DKK1;SULF2
TCF7L2 human tf ARCHS4 coexpression	10/299	0.001286945322339172	0.027614169630763373	0	0	3.3738754325259515	22.454773405366762	TJP1;MAPK1IP1L;TSPYL1;THRAP3;PGM3;SRSF6;HMGN3;AASS;PAFAH1B2;ARF6
ETV5 human tf ARCHS4 coexpression	10/299	0.001286945322339172	0.027614169630763373	0	0	3.3738754325259515	22.454773405366762	MAPK1IP1L;ANLN;SPARC;CBX5;MCAM;CALU;PGM3;PMP22;TIMP3;CDKN3
ZBED3 human tf ARCHS4 coexpression	10/299	0.001286945322339172	0.027614169630763373	0	0	3.3738754325259515	22.454773405366762	SRRM2;NISCH;BRD2;CUX1;SERPINF1;UBAP2L;MT-ND2;MOCS1;ABO;MT-ND1
SSH1 human tf ARCHS4 coexpression	10/299	0.001286945322339172	0.027614169630763373	0	0	3.3738754325259515	22.454773405366762	COL1A1;GREM1;ADAMTS2;COL4A2;CALD1;FN1;COL8A1;COL6A3;ADAMTS12;CTHRC1
MET human tf ARCHS4 coexpression	10/299	0.001286945322339172	0.027614169630763373	0	0	3.3738754325259515	22.454773405366762	ANLN;LMAN1;MYO1B;GPRC5A;CAV1;CALU;HDLBP;DKK1;PRSS23;TM4SF1
ZC3H4 human tf ARCHS4 coexpression	10/299	0.001286945322339172	0.027614169630763373	0	0	3.3738754325259515	22.454773405366762	SRRM2;MAPK1IP1L;BRD2;TSPYL1;KDM2A;THRAP3;BROX;SRSF6;PAFAH1B2;ARF6
SMAD5 human tf ARCHS4 coexpression	9/299	0.004466901476524915	0.08283069157704225	0	0	3.01080802882141	16.291663773709487	TJP1;MYO1B;UBL3;CBX5;ST13;KIF5B;CALU;PGM3;EIF4B
TBX2 human tf ARCHS4 coexpression	9/299	0.004466901476524915	0.08283069157704225	0	0	3.01080802882141	16.291663773709487	MFAP4;CPSF1;RPS6KB1;COL5A2;HDLBP;COL6A3;EMP2;PCOLCE;SULF2
MEOX1 human tf ARCHS4 coexpression	9/299	0.004466901476524915	0.08283069157704225	0	0	3.01080802882141	16.291663773709487	CLIC5;PALMD;ADH1B;OLFML3;MCAM;COL5A2;DPT;PRELP;AQP1
GZF1 human tf ARCHS4 coexpression	9/299	0.004466901476524915	0.08283069157704225	0	0	3.01080802882141	16.291663773709487	KLF10;PPP1R15A;BRD2;KDM2A;DDX24;ST13;WDR45B;SERPINF1;IFRD1
ZNF217 human tf ARCHS4 coexpression	9/299	0.004466901476524915	0.08283069157704225	0	0	3.01080802882141	16.291663773709487	SRRM2;BRD2;PARD6B;KDM2A;RPS6KB1;PLK2;AXIN1;EIF4B;SULF2
BMP2 human tf ARCHS4 coexpression	9/299	0.004466901476524915	0.08283069157704225	0	0	3.01080802882141	16.291663773709487	TJP1;MYO1B;XPO4;PGM3;F11R;ADAMTS12;PTGR1;TM4SF1;S100A10
PLEKHA4 human tf ARCHS4 coexpression	9/299	0.004466901476524915	0.08283069157704225	0	0	3.01080802882141	16.291663773709487	SPARC;BGN;PMP22;SERPING1;PCOLCE;ABCA8;VIM;THBS2;CTHRC1
MBNL2 human tf ARCHS4 coexpression	9/299	0.004466901476524915	0.08283069157704225	0	0	3.01080802882141	16.291663773709487	TJP1;ABLIM1;UBL3;PLSCR4;PMP22;ABCA8;GLS;DKK3;SYNE1
GATAD2B human tf ARCHS4 coexpression	9/299	0.004466901476524915	0.08283069157704225	0	0	3.01080802882141	16.291663773709487	SRRM2;KDM6B;BRD2;NRN1;KDM2A;STARD9;UBR4;UBAP2L;PHF21A
LARP4 human tf ARCHS4 coexpression	9/299	0.004466901476524915	0.08283069157704225	0	0	3.01080802882141	16.291663773709487	TJP1;ANLN;LMAN1;ST13;CALU;NOLC1;DLGAP5;EIF4B;GNL3
COPS2 human tf ARCHS4 coexpression	9/299	0.004466901476524915	0.08283069157704225	0	0	3.01080802882141	16.291663773709487	LMAN1;ST13;KIF5B;CALU;PGM3;NOLC1;VPS35;DLGAP5;EIF4B
MEF2A human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	CLIC5;CALCOCO1;ABLIM1;XPO4;TNNT2;ZNF106;GLS;SYNE1
GRHL2 human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	TJP1;PARD6B;RPS6KB1;PERP;EMP2;F11R;CD24;SULF2
ESR1 human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	PARD6B;RPS6KB1;PLK2;HDLBP;COL6A3;EMP2;EIF4B;SULF2
CREB3 human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	PTP4A1;FAM114A1;IFRD1;CALU;SLC3A2;COPG1;PRSS23;SEC31A
KLF4 human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	KDM6B;KLF10;CEACAM1;PIWIL4;KDM2A;PERP;LYVE1;ATF3
ESR2 human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	UGDH;UBL3;RPS6KB1;PERP;HDLBP;EMP2;COPG1;SULF2
UBP1 human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	SRRM2;BRD2;KDM2A;CPSF1;HDLBP;UBR4;UBAP2L;EIF4B
CEBPG human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	PTP4A1;BRD2;ZNF274;WDR45B;KIF5B;NOLC1;PMAIP1;SLC3A2
PITX2 human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	SPARC;FAM114A1;OLFML3;COL5A2;CALU;PGM3;ZNF106;S100A10
HAND2 human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	MFAP4;COL3A1;LBH;TNNT2;HDLBP;LAYN;UBAP2L;PCOLCE
ZNF143 human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	MAPK1IP1L;CBX5;THRAP3;PGM3;SRSF6;DLGAP5;PAFAH1B2;ARF6
SMAD3 human tf ARCHS4 coexpression	8/299	0.013961055037075995	0.17770766665837412	0	0	2.6537375387023237	11.335396398576027	SRRM2;KDM2A;KIF5B;CAV1;FN1;HDLBP;UBR4;PRSS23
