Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SMAD4 CHEA	12/584	0.020846182437144933	0.18761564193430438	0	0	2.0362364907819455	7.88	SPAG17;ZHX2;ABLIM1;MYO1B;TSPYL1;KIF5B;COL5A2;F11R;MRPS6;PLEKHM3;S100A10;SYNE1
SOX2 CHEA	15/775	0.017064052889657316	0.17412353481190482	0	0	1.9261133603238867	7.840786053	ATF7IP;FN1;SLC3A2;PTGR1;THBS2;DKK1;SULF2;UBL3;COL4A2;CALD1;PMAIP1;CDH13;VIM;CD24;SRSF6
CEBPB ENCODE	4/144	0.065474592	0.43213230954294174	0	0	2.725381414701803	7.429643509	NISCH;PTP4A1;PALMD;HERPUD1
RUNX1 CHEA	21/1294	0.031433319	0.23937681111966533	0	0	1.6162171598149604	5.591928491	BRD2;ZHX2;F2R;WDR41;SLC3A2;F11R;MRPS6;VAV2;PANX1;CLDN10;ABLIM1;TDP2;THRAP3;PECAM1;SRSF5;CD34;EZH1;PLEKHM3;S100A10;SEC31A;F2RL3
SPI1 CHEA	17/1056	0.053241719941883654	0.3764950195890344	0	0	1.5896462820468067	4.662294215	MAPK1IP1L;KDM6B;ZNF274;TMEM184C;SMIM15;IFT122;SLC3A2;SPIDR;GLS;ACTA2;NXF1;CUX1;CALU;STOM;UBAP2L;OPTN;ARF6
GATA1 CHEA	13/807	0.083884963	0.5190382089410539	0	0	1.5787697068112365	3.912679025	PPP1R15A;GDF15;F11R;PHF21A;AQP1;VAV2;CUL4A;PARD6B;ABLIM1;LBH;ZSCAN31;CUX1;COL4A2
POU5F1 CHEA	5/261	0.14089462192844363	0.6482401851779412	0	0	1.8610899390243902	3.647258037	ATF7IP;RBM17;THBS2;DKK1;SULF2
IRF1 ENCODE	5/263	0.14410134255016604	0.6482401851779412	0	0	1.8464738135753451	3.577060086	ATF7IP;TDP2;UBAP2L;SLC3A2;KDSR
FOXA1 ENCODE	4/205	0.1696618490366836	0.6482401851779412	0	0	1.8923827464618654	3.356988486	PPP1R15A;CALD1;EZH1;HERPUD1
RELA ENCODE	8/484	0.13842190777377383	0.6482401851779412	0	0	1.606955653548548	3.177672778	KLF10;ACTA2;LMAN1;CBX5;NOLC1;PMAIP1;SLC3A2;HERPUD1
RFX5 ENCODE	9/559	0.13546434827819132	0.6482401851779412	0	0	1.5663500678426052	3.131207068	TSPYL2;PTP4A1;PPP1R15A;TSPYL1;CBX5;ZSCAN31;MIR22HG;KDSR;HMGN3
NFE2L2 CHEA	15/1022	0.12014374150736343	0.6482401851779412	0	0	1.4348025360934993	3.040441855	SERPINF1;FN1;LAYN;PTGR1;LYVE1;DCN;SYNE1;PTP4A1;COL1A2;UBL3;LBH;COL4A1;COPG1;CD34;CDKN3
ESR1 CHEA	3/154	0.22011598277933342	0.7029510417791616	0	0	1.8849217775218352	2.853018879	KDM2A;GDF15;LITAF
CEBPD ENCODE	11/734	0.15104708938349393	0.6482401851779412	0	0	1.4577521077031075	2.755390031	NISCH;KLF10;PPP1R15A;CUL4A;ANLN;MAT2A;HDLBP;UBR4;IFT122;SRSF5;EZH1
TCF7L2 ENCODE	9/583	0.16146836558967811	0.6482401851779412	0	0	1.4989859067034168	2.73	PANX1;LMAN1;NXF1;MYO1B;KIF5B;UBR4;SRSF6;DKK1;S100A10
FOXM1 ENCODE	Feb-95	0.26330032034215345	0.7088582086905556	0	0	2.036497105045492	2.717623918	ATF7IP;CDKN3
PPARG CHEA	8/535	0.20188413153479473	0.6662176340648226	0	0	1.4476111747797171	2.316266694	BRD2;HSPA5;UBR4;PECAM1;SRSF5;VIM;ACTG2;PLEKHM3
GATA2 CHEA	11/772	0.18988853909252823	0.6482401851779412	0	0	1.3822000937671273	2.296273917	PPP1R15A;CLDN10;ZHX2;MAT2A;AXIN1;F11R;CD34;ZNF521;EZH1;PLEKHM3;VAV2
TAF1 ENCODE	41/3346	0.15908417925140103	0.6482401851779412	0	0	1.2100815511731373	2.22451928	DDX24;HDLBP;UBR4;SLC3A2;PHF21A;GLS;HERPUD1;LMAN1;NGRN;NXF1;XPO4;MAT2A;KIF5B;MIR22HG;PMAIP1;UBAP2L;EIF4B;SEC31A;SRRM2;TSPYL2;MAPK1IP1L;KLF10;TSPYL1;KDM2A;CBX5;SMIM15;HSPA5;CPSF1;TGDS;IFT122;TSC1;GNL3;PTP4A1;CUL4A;UGDH;SH3YL1;TDP2;SRSF5;SRSF6;PLEKHM3;ARF6
HNF4A ENCODE	17/1276	0.18647958967785513	0.6482401851779412	0	0	1.296476766246754	2.18	GDF15;SERPINF1;UBR4;PYGL;PTGR1;DKK1;AGT;UGDH;TDP2;PERP;PHYHD1;MIR22HG;SRSF5;KDSR;EZH1;AASS;ARF6
ZEB1 ENCODE	2/106	0.30604227729557165	0.7088582086905556	0	0	1.8200813609467457	2.15503462	SH3YL1;F11R
NRF1 ENCODE	24/1882	0.18516243617902184	0.6482401851779412	0	0	1.245321018090906	2.100261052	RBM17;KDM2A;CBX5;CPSF1;TGDS;BROX;HDLBP;UBR4;IFT122;SLC3A2;ANLN;NXF1;SH3YL1;PARD6B;RPS6KB1;TDP2;TMEM106C;SBDS;VPS35;GINM1;COPG1;DYNLRB1;EZH1;EIF4B
ATF2 ENCODE	35/2852	0.18188161911360048	0.6482401851779412	0	0	1.205040823571175	2.053870673	PPP1R15A;HDLBP;UBR4;NOLC1;F11R;HERPUD1;PANX1;NGRN;NXF1;LBH;ZSCAN31;MAT2A;MIR22HG;PMAIP1;UBAP2L;KDSR;HMGN3;EIF4B;SEC31A;SRRM2;MAPK1IP1L;ATF7IP;RBM17;TSPYL1;CBX5;TSC22D1;HSPA5;ST13;BROX;TSC1;GNL3;CUL4A;THRAP3;SRSF5;SRSF6
STAT3 CHEA	3/177	0.2846996676011132	0.7088582086905556	0	0	1.6338497417957687	2.052638847	ABLIM1;GLS;SULF2
FOXP2 ENCODE	3/178	0.28755427380769527	0.7088582086905556	0	0	1.624430641821946	2.024598828	BROX;EIF4B;SEC31A
MYC CHEA	8/573	0.25554858297519517	0.7088582086905556	0	0	1.3475860860422326	1.838569291	PTP4A1;ANLN;MAT2A;ST13;NOLC1;SLC3A2;SRSF6;GNL3
PML ENCODE	20/1596	0.2357619852707681	0.7088582086905556	0	0	1.2165375367352391	1.757814648	MAPK1IP1L;KLF10;PPP1R15A;CPSF1;NOLC1;SLC3A2;GLS;PTP4A1;UGDH;NGRN;NXF1;PSRC1;MAT2A;PMAIP1;SRSF5;DYNLRB1;SRSF6;PLEKHM3;SEC31A;ARF6
SMC3 ENCODE	15/1181	0.25972861234447236	0.7088582086905556	0	0	1.2286581343185117	1.656376137	RBM17;GDF15;PLK2;WDR41;PTGR1;CLU;VAV2;COL1A1;CEACAM1;COL1A2;CUX1;OLFML3;TMEM106C;OPTN;CTHRC1
BHLHE40 ENCODE	5/348	0.30294964610868175	0.7088582086905556	0	0	1.3828486098272061	1.651382145	NISCH;KLF10;CUX1;UBAP2L;EZH1
TRIM28 ENCODE	2/120	0.35969952953024703	0.7088582086905556	0	0	1.6029986962190352	1.639044104	PPP1R15A;HSPA5
NANOG CHEA	8/595	0.2884948810763027	0.7088582086905556	0	0	1.2955959991229107	1.610526801	SPARC;CBX5;NOLC1;VIM;F11R;THBS2;DKK1;SULF2
ZC3H11A ENCODE	2/129	0.39340267276993146	0.7308492727329718	0	0	1.4887189582071472	1.388858041	CLU;VAV2
YY1 ENCODE	32/2753	0.29481291135628424	0.7088582086905556	0	0	1.1277413706956712	1.377439462	ZNF274;HDLBP;UBR4;NOLC1;SLC3A2;HERPUD1;LMAN1;NGRN;UBL3;XPO4;CUX1;MAT2A;KIF5B;UBAP2L;EIF4B;SRRM2;ATF7IP;KDM2A;CBX5;SMIM15;BROX;IFT122;TSC1;NISCH;SH3YL1;RPS6KB1;TDP2;THRAP3;SBDS;GINM1;SRSF5;SRSF6
E2F4 ENCODE	9/710	0.33005633745213475	0.7088582086905556	0	0	1.2193029148125278	1.351587429	CBX5;RRM2;CALU;NOLC1;IFT122;VPS35;SLC3A2;DLGAP5;CDKN3
SUZ12 CHEA	20/1684	0.31529303246455626	0.7088582086905556	0	0	1.1466346153846154	1.323506228	FARP1;ZHX2;NRN1;NTM;CAV1;THY1;DKK1;PRSS23;APLN;GREM1;ADAMTS2;LBH;COL4A2;COL4A1;ADAMTS1;PMP22;CDH13;CD24;HMGN3;ATF3
E2F6 ENCODE	37/3245	0.3180983493922076	0.7088582086905556	0	0	1.1054985368947574	1.266232131	ZNF274;WDR41;UBR4;NOLC1;SLC3A2;PYGL;F11R;HERPUD1;NGRN;PARD6B;XPO4;CUX1;PMAIP1;STOM;UBAP2L;HMGN3;EIF4B;CTHRC1;SRRM2;KLF10;CBX5;SMIM15;RRM2;CPSF1;STARD9;EMP2;MRPS6;TJP1;CUL4A;ANLN;SH3YL1;TDP2;CALU;TMEM106C;EZH1;PAFAH1B2;ARF6
CTCF ENCODE	21/1790	0.32956247512677056	0.7088582086905556	0	0	1.1319012624835123	1.256398332	MAPK1IP1L;RBM17;ZHX2;CPSF1;GDF15;PLK2;CAV1;WDR41;PTGR1;DKK1;CLU;VAV2;SULF2;COL1A1;CEACAM1;COL1A2;CUX1;MAT2A;OLFML3;TMEM106C;CTHRC1
KLF4 CHEA	12/987	0.34285307009493826	0.7088582086905556	0	0	1.1695415695415696	1.251939622	ANLN;GPRC5A;THRAP3;IFRD1;FN1;CALU;HDLBP;PMP22;SLC3A2;KDSR;ATF3;SULF2
TAF7 ENCODE	8/640	0.3586999799824116	0.7088582086905556	0	0	1.2005263817520992	1.230862423	PTP4A1;NXF1;CBX5;HSPA5;MAT2A;HDLBP;TSC1;SLC3A2
ZNF384 ENCODE	9/730	0.35963488606109284	0.7088582086905556	0	0	1.1842383091477426	1.211080216	SRRM2;PTP4A1;ATF7IP;ST13;PMAIP1;UBAP2L;MRPS6;PHF21A;GNL3
RAD21 ENCODE	15/1265	0.351030822	0.7088582086905556	0	0	1.140923076923077	1.194410973	RBM17;CPSF1;PLK2;WDR41;PTGR1;CLU;SULF2;COL1A1;CEACAM1;COL1A2;CUX1;OLFML3;TMEM106C;OPTN;CTHRC1
ZMIZ1 ENCODE	11/914	0.36516938023452866	0.7088582086905556	0	0	1.1561517443251697	1.164700304	UGDH;NXF1;HSPA5;MAT2A;TDP2;SRSF5;SRSF6;MRPS6;GLS;HERPUD1;GNL3
IRF3 ENCODE	8/663	0.39537790759281505	0.7308492727329718	0	0	1.1569798201194166	1.073576897	CBX5;RRM2;HSPA5;MIR22HG;VPS35;SRSF6;DLGAP5;CDKN3
FOXA2 ENCODE	4/316	0.4245439182331255	0.7373657527206917	0	0	1.2122230520288773	1.038559759	PPP1R15A;ATF7IP;TM4SF1;HERPUD1
SIN3A ENCODE	13/1131	0.4092308122438081	0.7308492727329718	0	0	1.1021130917247077	0.984711541	RRM2;NOLC1;SLC3A2;GLS;HERPUD1;GNL3;ANLN;NGRN;NXF1;MIR22HG;VPS35;DLGAP5;SEC31A
CREB1 ENCODE	25/2238	0.40256471624488843	0.7308492727329718	0	0	1.073325924207081	0.976618624	PPP1R15A;CALCOCO1;UBR4;NOLC1;NXF1;UBL3;XPO4;MIR22HG;EIF4B;SEC31A;SRRM2;TSPYL2;MAPK1IP1L;CBX5;HSPA5;ST13;TSC1;GNL3;PTP4A1;CUL4A;THRAP3;CALU;SRSF5;SRSF6;ARF6
NFYA ENCODE	25/2250	0.4134096896267316	0.7308492727329718	0	0	1.066808381415123	0.942329118	DDX24;F11R;GLS;HERPUD1;PARD6B;ZSCAN31;MIR22HG;VPS35;HMGN3;DLGAP5;TSPYL2;KLF10;TMEM184C;TSPYL1;CBX5;RRM2;HSPA5;STARD9;IFT122;PTP4A1;CALU;SBDS;DYNLRB1;SRSF6;CDKN3
USF2 ENCODE	11/965	0.43397642862749874	0.74075287	0	0	1.0913898633629362	0.911054123	ANLN;ST13;THRAP3;HDLBP;UBAP2L;VPS35;TSC1;FBXL2;EIF4B;GLS;HERPUD1
UBTF ENCODE	18/1631	0.44854678066282794	0.7526462929766096	0	0	1.0564747365158091	0.847020483	KLF10;KDM2A;F2R;AXIN1;PHF21A;GLS;GNL3;VAV2;PANX1;PTP4A1;CUL4A;UGDH;ZEB1;XPO4;CUX1;UBAP2L;PLEKHM3;ARF6
PBX3 ENCODE	14/1269	0.4638824581164539	0.7654060558921489	0	0	1.0549231644849175	0.810311887	PPP1R15A;CBX5;HSPA5;TSC1;PHF21A;GLS;NISCH;NXF1;MIR22HG;VPS35;DYNLRB1;HMGN3;DLGAP5;PAFAH1B2
MYOD1 ENCODE	2/166	0.5221215162454121	0.7732819904774287	0	0	1.1506801125703565	0.747775142	KLF10;CALCOCO1
TCF3 CHEA	11/1006	0.4891636501559433	0.7732819904774287	0	0	1.0441402994873867	0.746621065	UBL3;GPRC5A;CBX5;FN1;CDH13;SLC3A2;VIM;THBS2;DKK1;EZH1;SULF2
VDR CHEA	Jan-76	0.5523454176517434	0.8041499462870969	0	0	1.2577352472089314	0.746568591	SULF2
EGR1 ENCODE	6/537	0.4966791024180489	0.7732819904774287	0	0	1.0667442118090174	0.746519473	COL1A1;KLF10;PTP4A1;UBL3;BROX;IFT122
FOS ENCODE	7/637	0.5051932304910454	0.7732819904774287	0	0	1.0487137383689107	0.716076725	KLF10;CBX5;RRM2;HSPA5;MIR22HG;VIM;F11R
MAX ENCODE	22/2073	0.5123903056492617	0.7732819904774287	0	0	1.012111372760563	0.676767124	SRRM2;KLF10;ATF7IP;CBX5;CPSF1;ST13;NOLC1;SLC3A2;GLS;HERPUD1;GNL3;PTP4A1;CUL4A;ANLN;XPO4;CUX1;MAT2A;UBAP2L;SRSF6;EZH1;EIF4B;ARF6
BRCA1 ENCODE	34/3218	0.5133997122854872	0.7732819904774287	0	0	1.007530550479671	0.671721193	PPP1R15A;HDLBP;UBR4;NOLC1;PHF21A;PANX1;PARD6B;UBL3;ZSCAN31;MAT2A;MIR22HG;UBAP2L;EIF4B;SRRM2;MAPK1IP1L;TSPYL1;TSC22D1;HSPA5;CPSF1;ST13;TGDS;IFT122;TSC1;COL1A1;PTP4A1;CUL4A;ZEB1;THRAP3;SBDS;GINM1;SRSF5;SRSF6;PLEKHM3;ARF6
TCF3 ENCODE	9/840	0.5233322561816942	0.7732819904774287	0	0	1.021552885392532	0.661495056	KLF10;ACTA2;ZHX2;ZEB1;KDM2A;MIR22HG;SRSF5;SRSF6;ATF3
NFIC ENCODE	3/279	0.5634429729006724	0.8084181785096602	0	0	1.0246796891409369	0.587847622	KLF10;MIR22HG;GINM1
KAT2A ENCODE	Jan-90	0.6140801135258028	0.8352669691037475	0	0	1.059136605558841	0.516466657	HSPA5
NFYB ENCODE	38/3715	0.5993558563755279	0.8352669691037475	0	0	0.9681394716370145	0.495590376	DDX24;HDLBP;F11R;GLS;HERPUD1;LMAN1;PARD6B;ZSCAN31;MIR22HG;STOM;UBAP2L;VPS35;HMGN3;DLGAP5;TSPYL2;KLF10;ATF7IP;TMEM184C;TSPYL1;CBX5;SMIM15;RRM2;HSPA5;BROX;STARD9;IFT122;SPIDR;COL1A1;PTP4A1;PSRC1;TDP2;THRAP3;CALU;SBDS;FBXL2;DYNLRB1;SRSF6;CDKN3
ZBTB7A ENCODE	22/2184	0.6150563843699018	0.8352669691037475	0	0	0.9541401775345917	0.463751564	KLF10;SMIM15;RRM2;CPSF1;GDF15;F2R;WDR41;EMP2;TSC1;MRPS6;CLU;PHF21A;VAV2;CUL4A;ANLN;CUX1;MAT2A;MIR22HG;GINM1;FBXL2;DYNLRB1;CTHRC1
SP1 ENCODE	7/707	0.6159039267128643	0.8352669691037475	0	0	0.9403940886699508	0.455775434	CBX5;HSPA5;SBDS;MIR22HG;VPS35;KDSR;CDKN3
MYC ENCODE	15/1515	0.6318873146288368	0.8453627587602007	0	0	0.9379487179487179	0.430559919	SRRM2;CBX5;RRM2;NOLC1;SLC3A2;HERPUD1;GNL3;XPO4;MAT2A;THRAP3;UBAP2L;SRSF6;EIF4B;SEC31A;ARF6
STAT3 ENCODE	7/725	0.6421656510432274	0.8476586593770602	0	0	0.9159542791278455	0.40568438	PTP4A1;RRM2;THRAP3;MIR22HG;PMAIP1;KDSR;GLS
SUZ12 ENCODE	1/105	0.6708472554909635	0.8610203818548127	0	0	0.9056864188443136	0.361562521	GREM1
FLI1 ENCODE	6/650	0.6817152066364188	0.8610203818548127	0	0	0.8744062842528316	0.335022904	NGRN;DDX24;PECAM1;NOLC1;SRSF5;F2RL3
YY1 CHEA	3/332	0.6803204917967757	0.8610203818548127	0	0	0.8572750099114577	0.330214859	ATF7IP;TSC1;DCN
ATF3 ENCODE	1/114	0.7008337772071107	0.8610203818548127	0	0	0.8331710208747936	0.296179419	NOLC1
STAT5A ENCODE	2/233	0.7049496551446007	0.8610203818548127	0	0	0.8141441891441892	0.284648329	PPP1R15A;ZSCAN31
AR CHEA	10/1095	0.7191742304821112	0.8610203818548127	0	0	0.8619815668202765	0.284153626	TSC22D1;CUX1;COL4A1;CAV1;PECAM1;COL6A3;CDH13;ADAMTS12;CLU;PHF21A
SP2 ENCODE	9/994	0.7218655726661561	0.8610203818548127	0	0	0.8548374876884612	0.278605509	CBX5;HSPA5;DDX24;MIR22HG;VPS35;DYNLRB1;F11R;DLGAP5;GLS
EZH2 CHEA	2/237	0.713780875	0.8610203818548127	0	0	0.8001227495908347	0.269784798	COL4A2;CD24
USF1 ENCODE	13/1423	0.7379372322528672	0.8697117380123078	0	0	0.8602080858264032	0.261414234	ATF7IP;ST13;BROX;HDLBP;TSC1;HERPUD1;CUL4A;ANLN;THRAP3;UBAP2L;VPS35;FBXL2;EIF4B
ERG CHEA	1/144	0.7824829845381844	0.911362535	0	0	0.6573761167062603	0.161243253	CALU
SPI1 ENCODE	13/1540	0.8297719610132928	0.9334934561399544	0	0	0.7892420359086361	0.147276006	PPP1R15A;SMIM15;SERPINF1;BROX;F2R;IFT122;HERPUD1;ANLN;ZEB1;KIF5B;UBAP2L;PAFAH1B2;ARF6
ETS1 ENCODE	1/156	0.8085449898489071	0.9307669069190908	0	0	0.6061120543293718	0.128810301	MIR22HG
SRF ENCODE	2/299	0.8244476784015677	0.9334934561399544	0	0	0.6310865060865061	0.121825947	SBDS;KDSR
RCOR1 ENCODE	5/702	0.864227234	0.950649957	0	0	0.6681247156804423	0.10	PARD6B;SMIM15;CUX1;GINM1;PHF21A
HDAC2 ENCODE	1/175	0.8435990727275973	0.9383854853936194	0	0	0.5394049386789859	0.09	GINM1
NR2C2 ENCODE	2/350	0.8849769854860505	0.9627771600342747	0	0	0.5371905393457118	0.07	BROX;SRSF6
GABPA ENCODE	15/2082	0.9587932964337267	0.9901934974088112	0	0	0.6595586319824346	0.027754074	MAPK1IP1L;ZNF274;SMIM15;HSPA5;CPSF1;DDX24;UBR4;NOLC1;CUL4A;NGRN;CALU;SBDS;PAFAH1B2;PLEKHM3;SEC31A
REST CHEA	8/1280	0.9625726278872575	0.9901934974088112	0	0	0.5765614297278785	0.021993373	TJP1;CPSF1;NTM;COL8A1;PMAIP1;CDH13;THY1;SULF2
BCL3 ENCODE	1/273	0.9450595335030122	0.9901934974088112	0	0	0.3433366169434281	0.019401044	NOLC1
SIX5 ENCODE	6/1094	0.9755867008450787	0.9901934974088112	0	0	0.5055687716262975	0.012495761	SRRM2;ZNF274;CALCOCO1;UBL3;THRAP3;MIR22HG
EGR1 CHEA	1/315	0.9649665655303977	0.9901934974088112	0	0	0.296772621	0.010583453	CALD1
BCLAF1 ENCODE	4/851	0.9801915428895304	0.9901934974088112	0	0	0.43426829128506095	0.01	CUL4A;ZSCAN31;CPSF1;SLC3A2
ZBTB33 ENCODE	3/702	0.9796888355405137	0.9901934974088112	0	0	0.39582426240384816	0.01	PPP1R15A;TSPYL1;SRSF5
ELF1 ENCODE	Oct-83	0.9999494575526237	0.9999494575526237	0	0	0.35012131014961584	1.77E-05	MAPK1IP1L;TMEM184C;SMIM15;TGDS;BROX;UBAP2L;COPG1;SRSF5;PAFAH1B2;SEC31A
