Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ZBTB33 ENCODE	5/702	0.7350982442095364	0.9999684479790428	0	0	0.8119752447089386	0.249886293	CDC20;TFRC;NFYC;LYRM7;CYC1
MYC CHEA	4/573	0.7381622409758146	0.9999684479790428	0	0	0.7963196526413729	0.241755989	TFRC;LYRM7;TRIM27;KIF20A
SRF ENCODE	2/299	0.736531359	0.9999684479790428	0	0	0.7645838227233576	0.233812382	THUMPD1;FOS
ESR1 CHEA	1/154	0.7409812232770998	0.9999684479790428	0	0	0.7432468170312441	0.222810526	FOS
SIN3A ENCODE	8/1131	0.773946709	0.9999684479790428	0	0	0.8026263558240084	0.205674817	CDC20;CCNB1;COMMD9;TFRC;DDIT3;VPS11;GPATCH1;KIF20A
TCF3 CHEA	7/1006	0.7778795261972276	0.9999684479790428	0	0	0.7899456342570115	0.198421402	PTPRT;HCK;VPS11;GPATCH1;ACP5;CENPM;PLIN2
FOXA2 ENCODE	2/316	0.7639101302342657	0.9999684479790428	0	0	0.7225596207969189	0.194589011	GRB7;TK1
TP53 CHEA	2/319	0.7684789125184095	0.9999684479790428	0	0	0.7156114738463796	0.188450669	MYO3B;CD180
USF1 ENCODE	10/1423	0.8002293337323294	0.9999684479790428	0	0	0.794581672	0.177078028	ALDH3A2;CSTB;CCNB1;COMMD9;DDIT3;VPS11;HMOX1;CENPM;PLIN2;CTSB
YY1 CHEA	2/332	0.7874028354145536	0.9999684479790428	0	0	0.6869626497533474	0.164194583	VPS11;SPC24
HDAC2 ENCODE	1/175	0.7847331322449012	0.9999684479790428	0	0	0.6528469869111687	0.158257668	DDIT3
FOS ENCODE	4/637	0.808781848	0.9999684479790428	0	0	0.7134281200631911	0.151408035	COMMD9;VPS11;CENPM;ASF1B
FOXP2 ENCODE	1/178	0.7903518313826898	0.9999684479790428	0	0	0.641683812	0.150973491	ATG2A
PML ENCODE	11/1596	0.8287134813880149	0.9999684479790428	0	0	0.7766484101333436	0.145917327	DNAJA1;CSTB;TFRC;DDIT3;CYBA;GCC1;CYB561A3;CYC1;TK1;FOS;ASF1B
BHLHE40 ENCODE	2/348	0.8088256078928621	0.9999684479790428	0	0	0.6546578841242102	0.13890004	MAGED2;PLIN2
PPARG CHEA	3/535	0.8479391968976107	0.9999684479790428	0	0	0.636261707	0.104949045	DDIT3;FOS;LIPA
TP63 CHEA	9/1399	0.8662168476116122	0.9999684479790428	0	0	0.723453237	0.103902354	CD52;SLC37A2;COMMD9;PTTG1;SRD5A3;STAB2;TK1;C12ORF42;TP63
FOXA1 ENCODE	1/205	0.8347895515595508	0.9999684479790428	0	0	0.5559900260682308	0.100398244	FOS
RUNX1 CHEA	8/1294	0.8819888196026434	0.9999684479790428	0	0	0.6947853622889693	0.087248297	NDC1;FCER1G;CTSL;ITGB2;ALOX5AP;TNFAIP8L2;FOS;HCST
EZH2 CHEA	1/237	0.8754789957196656	0.9999684479790428	0	0	0.47981777211717447	0.063808144	PLXNA4
ZMIZ1 ENCODE	5/914	0.903901554	0.9999684479790428	0	0	0.6157035821925387	0.062207504	DNAJA1;CCNB1;PTTG1;CYC1;NFRKB
GATA2 CHEA	4/772	0.907580818	0.9999684479790428	0	0	0.5838848039215686	0.056620863	SPI1;FOS;LIPA;HLA-E
SIX5 ENCODE	6/1094	0.9191991251909644	0.9999684479790428	0	0	0.6150866596638656	0.051822591	NDC1;ZNF484;COMMD9;DDX25;ZNF235;MMACHC
TAF7 ENCODE	3/640	0.9200263845841464	0.9999684479790428	0	0	0.5284915585667466	0.04405132	TFRC;DDIT3;FOS
HNF4A ENCODE	7/1276	0.9327077218606666	0.9999684479790428	0	0	0.6129537615077174	0.04270044	ALDH3A2;NDC1;GRB7;NUDT8;TCIRG1;TK1;MMACHC
FLI1 ENCODE	3/650	0.9249476147864031	0.9999684479790428	0	0	0.5200520621491906	0.040573513	VPS11;CYB561A3;FERMT3
BCL3 ENCODE	1/273	0.9094558945244716	0.9999684479790428	0	0	0.41554743284597073	0.039439098	CYBA
CHD1 ENCODE	3/655	0.9273034898103663	0.9999684479790428	0	0	0.5159293940372404	0.03893945	DDIT3;ATG2A;FOS
IRF3 ENCODE	3/663	0.9309330229806093	0.9999684479790428	0	0	0.5094630515683147	0.036461224	CENPM;SPC24;ASF1B
NFYA ENCODE	13/2250	0.9622637033953281	0.9999684479790428	0	0	0.6348814544767977	0.024421824	CD74;NFYC;PSMB8;HLA-E;CDC20;CCNB1;DDIT3;LYRM7;CENPM;KIF20A;TK1;SPC24;ASF1B
CEBPD ENCODE	3/734	0.9565786268588137	0.9999684479790428	0	0	0.4582763337893297	0.020343936	TFRC;DDIT3;FOS
EZH2 ENCODE	1/338	0.9491416128773436	0.9999684479790428	0	0	0.33428243083309034	0.01744863	PLXNA4
SALL4 CHEA	1/355	0.9562768327584621	0.9999684479790428	0	0	0.3179517324711799	0.014214933	HMOX1
MAX ENCODE	Nov-73	0.9766030310238785	0.9999684479790428	0	0	0.5813761134880068	0.013764093	CDC20;NDC1;CCNB1;COMMD9;TFRC;ABCA3;SRD5A3;VPS11;CENPM;KIF20A;MMACHC
CREB1 ENCODE	Dec-38	0.9788750368210434	0.9999684479790428	0	0	0.5856710259225982	0.012504831	CD74;TFRC;DDX25;HARBI1;APOC1;LYRM7;THUMPD1;GCC1;FOS;MMACHC;PSMB8;HLA-E
NANOG CHEA	2/595	0.9674354478753809	0.9999684479790428	0	0	0.3771324365661399	0.012485564	NDC1;HCK
YY1 ENCODE	15/2753	0.9860812984040114	0.9999684479790428	0	0	0.5887784776107061	0.008252599	ZNF484;HARBI1;NFYC;C1ORF198;GPATCH1;CYB561A3;COMMD9;SCN8A;LYRM7;VPS11;KIF20A;CYC1;TK1;MMACHC;SPC24
ZBTB7A ENCODE	Nov-84	0.9864380811554688	0.9999684479790428	0	0	0.5482313614662944	0.007485947	TPH2;CSTB;SRD5A3;APOC1;C1ORF198;CENPM;CYBA;TCIRG1;C1ORF52;CORO1B;CTSB
PBX3 ENCODE	5/1269	0.9877248978046093	0.9999684479790428	0	0	0.43447120065912664	0.005366181	RPUSD1;TK1;ZBTB8B;SPC24;ASF1B
CREB1 CHEA	6/1444	0.9884298641293553	0.9999684479790428	0	0	0.4566858732366382	0.005314723	RASSF1;DDIT3;ATG2A;THUMPD1;FOS;MMACHC
NFYB ENCODE	21/3715	0.9922966024391795	0.9999684479790428	0	0	0.599403378	0.004635319	GRB7;CD74;NFYC;CYB561A3;LIPA;PSMB8;HLA-E;CDC20;CCNB1;CTSL;RPUSD1;DDIT3;APOC1;LYRM7;VPS11;ATG2A;CENPM;KIF20A;TK1;SPC24;ASF1B
ZNF384 ENCODE	2/730	0.9884766303673623	0.9999684479790428	0	0	0.30504088934321494	0.003535509	CD52;APOC1
MYC ENCODE	6/1515	0.9924984666954633	0.9999684479790428	0	0	0.4335179399791726	0.003264308	NDC1;DNAJA1;CCNB1;TFRC;ABCA3;SRD5A3
ELF1 ENCODE	Dec-83	0.993759379	0.9999684479790428	0	0	0.5202572058096138	0.003256901	NDC1;DNAJA1;HARBI1;DDIT3;VPS11;GPATCH1;GCC1;C1ORF52;MCAT;ZNF235;CORO1B;ASF1B
NRF1 ENCODE	8/1882	0.9941782006422202	0.9999684479790428	0	0	0.46166308778336396	0.002695564	ZNF484;CCNB1;DDX25;DDIT3;ABCA3;ATG2A;MAGED2;SPC24
SOX2 CHEA	2/775	0.9919142129666452	0.9999684479790428	0	0	0.28660609524955627	0.002326856	APOC1;FOS
E2F6 ENCODE	16/3245	0.9974793725740279	0.9999684479790428	0	0	0.5205044474324849	0.001313654	TFRC;ABCA3;NFYC;SRD5A3;C1ORF198;GCC1;CYB561A3;FOS;ALDH3A2;NUDT8;CTSL;RPUSD1;CENPM;TK1;N4BP3;ASF1B
TCF3 ENCODE	2/840	0.9951821198166707	0.9999684479790428	0	0	0.26347338624632294	0.001272451	SLC37A2;NUDT8
BCLAF1 ENCODE	2/851	0.9955892208116648	0.9999684479790428	0	0	0.259909059	0.001148937	NDC1;TFRC
SP2 ENCODE	2/994	0.9986213667124456	0.9999684479790428	0	0	0.22076612903225806	3.05E-04	CENPM;SPC24
SP1 ENCODE	1/707	0.9981425239743331	0.9999684479790428	0	0	0.15654423684684537	2.91E-04	ASF1B
ATF2 ENCODE	Nov-52	0.9996945623480645	0.9999684479790428	0	0	0.4034589911527739	1.23E-04	CDC20;SLC37A2;TFRC;DDIT3;ABCA3;NFYC;LYRM7;GCC1;CYB561A3;TK1;FOS
UBTF ENCODE	4/1631	0.9997321156362368	0.9999684479790428	0	0	0.26319100473625223	7.05E-05	ATG2A;N4BP3;MCAT;CTSB
GABPA ENCODE	Jun-82	0.9998318958222764	0.9999684479790428	0	0	0.3053605835397743	5.13E-05	DNAJA1;LYRM7;CYB561A3;C1ORF52;MCAT;ZNF235
TAF1 ENCODE	Dec-46	0.9999604604212216	0.9999684479790428	0	0	0.36641560576773535	1.45E-05	DNAJA1;CSTB;TFRC;DDIT3;NFYC;VPS11;ATG2A;GPATCH1;CYB561A3;KIF20A;CYC1;FOS
BRCA1 ENCODE	Nov-18	0.9999684479790428	0.9999684479790428	0	0	0.3497123814661563	1.10E-05	CDC20;DNAJA1;CCNB1;TFRC;NFYC;LYRM7;CENPM;CYC1;FOS;PSMB8;ASF1B
