Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Activation of chaperones by ATF6 alpha	2/12	0.004690274799888134	0.10093848604606674	0	0	23.04186046511628	123.5565412963495	DDIT3;NFYC
Iron uptake and transport	3/39	0.004700018197266966	0.10093848604606674	0	0	9.644249512670566	51.694999172322476	TFRC;HMOX1;TCIRG1
Antigen processing: cross presentation	4/79	0.0050090514420657265	0.10268555456234739	0	0	6.196392156862745	32.819245058721265	CYBB;CYBA;PSMB8;HLA-E
APC/C-mediated degradation of cell cycle proteins	4/82	0.005715203818119509	0.11206769225964777	0	0	5.957164404223228	30.766522109461558	CDC20;CCNB1;PTTG1;PSMB8
Oncostatin M	8/311	0.005989330696968472	0.11254950601386587	0	0	3.1051731679192014	15.89157950307835	S100A7A;CCNB1;CCL8;PTTG1;MMP1;HMOX1;CHI3L1;CTSB
T cell receptor regulation of apoptosis	12/603	0.006626591575097097	0.11316134729170879	0	0	2.410854170583443	12.09444701010268	CDC20;CCNB1;FCER1G;DDIT3;ITGB2;CCL3;CYBB;TLR8;GCC1;FOS;PSMB8;CTSB
Innate immune system	8/319	0.006941308670236726	0.11316134729170879	0	0	3.0240576453724866	15.030367730773538	C1QB;CTSL;CD180;TLR8;CD14;FOS;CTSB;C1QC
Natural killer cell-mediated cytotoxicity	5/137	0.006989501198945399	0.11316134729170879	0	0	4.414111529496145	21.908763176549957	TYROBP;FCER1G;ITGB2;HCST;HLA-E
Wnt interactions in lipid metabolism and immune response	3/45	0.007025538191059525	0.11316134729170879	0	0	8.263993316624896	40.97456022177456	MMP1;CYBB;FOS
Thymic stromal lymphopoietin (TSLP) pathway	4/90	0.007914993499467811	0.11783387798472177	0	0	5.4008207934336525	26.13455241396448	TFRC;CCL3;CCL18;PSMB8
ABC transporters	3/47	0.007927244924167172	0.11783387798472177	0	0	7.8875598086124405	38.15567405189348	ABCB4;ABCA3;ABCC12
Toll-like receptor signaling pathway regulation	5/142	0.008099446158595066	0.11783387798472177	0	0	4.251932794886192	20.477136541352625	CD180;CCL3;TLR8;CD14;FOS
Cell surface interactions at the vascular wall	4/94	0.009197644820977369	0.12837305459879753	0	0	5.159738562091503	24.193022547055996	GRB7;FCER1G;MMP1;ITGB2
Complement activation, classical pathway	2/17	0.00939315033649738	0.12837305459879753	0	0	15.35736434108527	71.68471431789095	C1QB;C1QC
M phase pathway	4/96	0.009886842650580756	0.1311460598650565	0	0	5.047058823529412	23.30000158690932	CDC20;CENPM;KIF20A;SPC24
RANKL signaling pathway	3/54	0.011602259896268435	0.14628566095037035	0	0	6.802545579635363	30.315921108786846	SPI1;ACP5;FOS
Lissencephaly gene (LIS1) in neuronal migration and development	2/19	0.011676904200029562	0.14628566095037035	0	0	13.549247606019152	60.29608109816046	DNAH3;DNAH6
MHC class II antigen presentation	4/103	0.012560058355451877	0.15309692752185936	0	0	4.688532382650029	20.522800879039124	CD74;CTSL;KIF20A;CTSB
APC/C activator regulation between G1/S and early anaphase	2/21	0.014178068898993416	0.16395664290887257	0	0	12.121787025703794	51.59104018486792	CDC20;CCNB1
Oxidative stress-induced gene expression via Nrf2	2/21	0.014178068898993416	0.16395664290887257	0	0	12.121787025703794	51.59104018486792	HMOX1;FOS
RAGE pathway	3/60	0.01541357683396131	0.17378807880291378	0	0	6.084641428131733	25.388206185046993	CLDN5;MMP1;CYBA
Licensing factor removal from origins	3/61	0.016109296050733603	0.17720225655806965	0	0	5.979431336963097	24.68523785436148	CDC20;PTTG1;PSMB8
Leukocyte transendothelial migration	4/117	0.019194179151612607	0.20346005438494358	0	0	4.1047371160853725	16.226634203908894	CLDN5;ITGB2;CYBB;CYBA
APC/C- and Cdc20-mediated degradation of Nek2A	2/25	0.019800326087506225	0.20346005438494358	0	0	10.011627906976743	39.266174035982104	CDC20;CCNB1
Semaphorin interactions	3/66	0.01984976140340913	0.20346005438494358	0	0	5.503480924533556	21.57124180947672	TYROBP;SEMA6D;PLXNA4
TWEAK regulation of gene expression	2/27	0.02290579534610655	0.2295669711354234	0	0	9.209767441860466	34.77944645151356	MMP1;CCL3
Viral myocarditis	3/71	0.02402859810464502	0.2296862654553	0	0	5.097523219814241	19.00616920751781	MYH1;ITGB2;HLA-E
PERK-regulated gene expression	2/28	0.024528799108757528	0.2296862654553	0	0	8.85509838998211	32.833884652537776	NFYC;DDIT3
Leishmaniasis	3/72	0.024917042450368264	0.2296862654553	0	0	5.023391812865497	18.547383697409046	ITGB2;CYBA;FOS
Chemokine signaling pathway	5/189	0.024954827067205542	0.2296862654553	0	0	3.158284023668639	11.656240965284587	HCK;CCL8;CCL3L1;CCL3;CCL18
Myc repressed pathway	3/73	0.025823029538262366	0.23166737461295894	0	0	4.951378446115288	18.104658681283354	SPI1;DDIT3;NFYC
Transferrin endocytosis and recycling	2/29	0.026197419302130612	0.23166737461295894	0	0	8.526701119724375	31.055050168274754	TFRC;TCIRG1
Cell adhesion molecules (CAMs)	4/133	0.029020769809449752	0.25169936892426614	0	0	3.592704058367533	12.717250856061417	CLDN5;NRXN1;ITGB2;HLA-E
Diabetes pathways	4/137	0.03186688300245547	0.2711691364925928	0	0	3.4839451570101727	12.006329849333284	PCSK2;MMP1;DDIT3;NFYC
Regular glucocorticoid receptor pathway	3/82	0.03476248488139863	0.2834329707691672	0	0	4.38529868976238	14.731167691228306	SPI1;MMP1;FOS
DNA replication	5/207	0.03495776630577806	0.2834329707691672	0	0	2.8742164157244128	9.639014201702617	CDC20;CENPM;KIF20A;PSMB8;SPC24
Monoamine transport	2/34	0.03519345091590546	0.2834329707691672	0	0	7.192587209302325	24.07283608983505	TPH2;AMPH
Prion diseases	2/35	0.03711714738266488	0.2894903778077741	0	0	6.974277660324172	22.971012499232895	C1QB;C1QC
Interleukin-5 regulation of apoptosis	4/144	0.03722936122583348	0.2894903778077741	0	0	3.3085714285714287	10.887375547028856	ITGB2;CCL3;FOS;NFRKB
Myc active pathway	3/85	0.038053691367714616	0.2908849967260897	0	0	4.224219084296106	13.807946486075682	CCNB1;TFRC;TK1
Steroid hormone, vitamin A, and vitamin D metabolism	2/36	0.039080363132706984	0.2937540628808475	0	0	6.768809849521204	21.94539640324329	CUBN;SRD5A3
FRA pathway	2/37	0.0410822736010117	0.29466744708373915	0	0	6.575083056478405	20.98883909579181	MMP1;HMOX1
Serotonin and melatonin biosynthesis	1/5	0.04275363770364146	0.29466744708373915	0	0	28.64450867052023	90.29611317582457	TPH2
Chk1/Chk2(Cds1)-mediated inactivation of cyclin B-Cdk1 complex	1/5	0.04275363770364146	0.29466744708373915	0	0	28.64450867052023	90.29611317582457	CCNB1
GRB7 events in ERBB2 signaling	1/5	0.04275363770364146	0.29466744708373915	0	0	28.64450867052023	90.29611317582457	GRB7
Heme degradation	1/5	0.04275363770364146	0.29466744708373915	0	0	28.64450867052023	90.29611317582457	HMOX1
Striated muscle contraction	2/38	0.04312206542688866	0.29466744708373915	0	0	6.392118863049095	20.09503481428259	TNNI1;NEB
L1CAM interactions	3/94	0.0488407810743851	0.3186686163300879	0	0	3.804704067861963	11.487123094885487	SPTBN4;SCN8A;SPTB
Alpha-M beta-2 integrin signaling	2/41	0.04946076084945932	0.3186686163300879	0	0	5.899522957662493	17.73736197602507	HCK;ITGB2
FOXM1 transcription factor network	2/41	0.04946076084945932	0.3186686163300879	0	0	5.899522957662493	17.73736197602507	CCNB1;FOS
Fc epsilon receptor I signaling in mast cells	2/41	0.04946076084945932	0.3186686163300879	0	0	5.899522957662493	17.73736197602507	FCER1G;FOS
Multi-drug resistance factors	1/6	0.05108374270275685	0.32349330592191866	0	0	22.91445086705202	68.15419867620678	ABCB4
Bladder cancer	2/42	0.05164416413831074	0.32349330592191866	0	0	5.751744186046512	17.044592633551538	RASSF1;MMP1
Interleukin-3 signaling pathway	2/45	0.05839525818980887	0.34311717314343	0	0	5.349648458626285	15.19578658435137	HCK;FOS
TGF-beta regulation of extracellular matrix	9/565	0.05916267289598327	0.34311717314343	0	0	1.8904512753433618	5.34518379697097	ALDH3A2;CCL8;PTTG1;CTSL;ALOX5AP;APOC1;CHI3L1;AKR1C2;PLIN2
Phase I of biological oxidations: non-cytochrome P450 enzymes	1/7	0.05934177273877503	0.34311717314343	0	0	19.094412331406552	53.93105615009288	LIPA
Telomerase RNA component gene hTERC transcriptional regulation	1/7	0.05934177273877503	0.34311717314343	0	0	19.094412331406552	53.93105615009288	NFYC
Vitamin D (calciferol) metabolism	1/7	0.05934177273877503	0.34311717314343	0	0	19.094412331406552	53.93105615009288	CUBN
FYVE-finger proteins in vesicle transport	1/7	0.05934177273877503	0.34311717314343	0	0	19.094412331406552	53.93105615009288	TFRC
Axon guidance	6/325	0.06510589050558217	0.36420679808371836	0	0	2.1839453649798477	5.96597145710744	SPTBN4;TYROBP;SEMA6D;SCN8A;SPTB;PLXNA4
Diurnally regulated genes with circadian orthologs	2/48	0.06543227633691397	0.36420679808371836	0	0	5.0	13.633698101448687	DNAJA1;CLDN5
Lipid digestion, mobilization, and transport	2/48	0.06543227633691397	0.36420679808371836	0	0	5.0	13.633698101448687	CUBN;NPC1L1
TSP1-induced apoptosis in microvascular endothelial cell	1/8	0.06752834738296254	0.36420679808371836	0	0	16.36581337737407	44.10926799951956	FOS
Nef-induced signal transduction	1/8	0.06752834738296254	0.36420679808371836	0	0	16.36581337737407	44.10926799951956	HCK
Muscle contraction	2/49	0.06783815914716353	0.36420679808371836	0	0	4.893369619000495	13.166249168255467	TNNI1;NEB
Type II interferon signaling (interferon-gamma)	2/50	0.07027299113062949	0.36420679808371836	0	0	4.791182170542636	12.722350612514175	SPI1;CYBB
Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins	5/255	0.07240038485116368	0.36420679808371836	0	0	2.3166863905325443	6.082561274093239	CDC20;CYBB;CYBA;PSMB8;HLA-E
Lipid metabolism regulation by peroxisome proliferator-activated receptor alpha (PPAR-alpha)	3/112	0.07432842559380064	0.36420679808371836	0	0	3.173507162401416	8.248776008348578	ABCB4;NFYC;PLIN2
Interleukin-2 receptor beta chain in T cell activation	2/52	0.07522679594345469	0.36420679808371836	0	0	4.59906976744186	11.898933057198093	CCNB1;FOS
Pyrimidine salvage reactions	1/9	0.07564408105928605	0.36420679808371836	0	0	14.31936416184971	36.968532753958556	TK1
Benzo(a)pyrene metabolism	1/9	0.07564408105928605	0.36420679808371836	0	0	14.31936416184971	36.968532753958556	AKR1C2
Endosomal/vacuolar pathway	1/9	0.07564408105928605	0.36420679808371836	0	0	14.31936416184971	36.968532753958556	HLA-E
G2/M DNA damage checkpoint	1/9	0.07564408105928605	0.36420679808371836	0	0	14.31936416184971	36.968532753958556	CCNB1
Oocyte meiosis	3/113	0.07588873115922642	0.36420679808371836	0	0	3.1444976076555022	8.108046439269932	CDC20;CCNB1;PTTG1
Binding of chemokines to chemokine receptors	2/54	0.0802883718469711	0.36420679808371836	0	0	4.421735241502684	11.152193215564584	CCL3L1;CCL3
Kit receptor signaling pathway	2/54	0.0802883718469711	0.36420679808371836	0	0	4.421735241502684	11.152193215564584	GRB7;FOS
Cell cycle checkpoints	3/117	0.08227332329514858	0.36420679808371836	0	0	3.033548784241305	7.576920169895517	CDC20;CCNB1;PSMB8
Activation of Src by protein tyrosine phosphatase alpha	1/10	0.08368958302396115	0.36420679808371836	0	0	12.727681438664098	31.572805424981034	CCNB1
Activation of the AP-1 family of transcription factors	1/10	0.08368958302396115	0.36420679808371836	0	0	12.727681438664098	31.572805424981034	FOS
Androgen biosynthesis	1/10	0.08368958302396115	0.36420679808371836	0	0	12.727681438664098	31.572805424981034	SRD5A3
TRAF6-mediated IRF7 activation in TLR7/8 or 9 signaling	1/10	0.08368958302396115	0.36420679808371836	0	0	12.727681438664098	31.572805424981034	TLR8
E2F-enabled inhibition of pre-replication complex formation	1/10	0.08368958302396115	0.36420679808371836	0	0	12.727681438664098	31.572805424981034	CCNB1
Ganglio sphingolipid metabolism	1/10	0.08368958302396115	0.36420679808371836	0	0	12.727681438664098	31.572805424981034	ST8SIA5
IKK complex recruitment mediated by RIP1	1/10	0.08368958302396115	0.36420679808371836	0	0	12.727681438664098	31.572805424981034	CD14
Interleukin-4 regulation of apoptosis	5/267	0.08423342124424182	0.36420679808371836	0	0	2.2092235421654096	5.465980272568864	FCER1G;CTSL;ALOX5AP;CHI3L1;FOS
Steroid hormone biosynthesis	2/56	0.08545254834979127	0.36420679808371836	0	0	4.257536606373816	10.472663199942547	SRD5A3;AKR1C2
Tryptophan metabolism	2/58	0.09071429992790404	0.36420679808371836	0	0	4.105066445182724	9.852324789559525	ALDH3A2;TPH2
Recruitment of NuMA to mitotic centrosomes	1/11	0.0916654573897091	0.36420679808371836	0	0	11.454335260115608	27.371390211455186	CCNB1
B lymphocyte cell surface molecules	1/11	0.0916654573897091	0.36420679808371836	0	0	11.454335260115608	27.371390211455186	ITGB2
Serotonin transporter activity	1/11	0.0916654573897091	0.36420679808371836	0	0	11.454335260115608	27.371390211455186	TPH2
Cardiac protection against reactive oxygen species	1/11	0.0916654573897091	0.36420679808371836	0	0	11.454335260115608	27.371390211455186	GABRA4
Sonic Hedgehog (SHH) receptor PTCH1 regulation of cell cycle	1/11	0.0916654573897091	0.36420679808371836	0	0	11.454335260115608	27.371390211455186	CCNB1
Monocyte and its surface molecules	1/11	0.0916654573897091	0.36420679808371836	0	0	11.454335260115608	27.371390211455186	ITGB2
ATF2 transcription factor network	2/59	0.09338023468898816	0.36420679808371836	0	0	4.032843737250102	9.562177287921063	DDIT3;FOS
Ephrin receptor B forward pathway	2/60	0.09606874260426201	0.36420679808371836	0	0	3.963111467522053	9.28434665671665	HCK;GRB7
Natural killer cell receptor signaling pathway	2/60	0.09606874260426201	0.36420679808371836	0	0	3.963111467522053	9.28434665671665	TYROBP;HCST
GABA (A) receptor activation	1/12	0.09957230315832719	0.36420679808371836	0	0	10.412506568575933	24.020311874831457	GABRA4
Gamma-aminobutyric acid receptor life cycle	1/12	0.09957230315832719	0.36420679808371836	0	0	10.412506568575933	24.020311874831457	GABRA4
Iron metabolism in placenta	1/12	0.09957230315832719	0.36420679808371836	0	0	10.412506568575933	24.020311874831457	TFRC
Cell cycle	7/453	0.10132060687579997	0.36420679808371836	0	0	1.8213796622002631	4.169985833753791	CDC20;CCNB1;PTTG1;CENPM;KIF20A;PSMB8;SPC24
Proteasome degradation	2/63	0.10426385799665194	0.36420679808371836	0	0	3.7676324818909643	8.51797841547	PSMB8;HLA-E
O-linked glycosylation of mucins	2/63	0.10426385799665194	0.36420679808371836	0	0	3.7676324818909643	8.51797841547	GALNT14;MUC3A
Endothelins	2/64	0.10703685302676431	0.36420679808371836	0	0	3.7066766691672917	8.282873272427157	MMP1;FOS
Interferon alpha/beta signaling	2/64	0.10703685302676431	0.36420679808371836	0	0	3.7066766691672917	8.282873272427157	PSMB8;HLA-E
Platelet adhesion to exposed collagen	1/13	0.10741071418662793	0.36420679808371836	0	0	9.544315992292871	21.294278955185536	FCER1G
Signal regulatory protein (SIRP) family interactions	1/13	0.10741071418662793	0.36420679808371836	0	0	9.544315992292871	21.294278955185536	TYROBP
CTL mediated immune response against target cells	1/13	0.10741071418662793	0.36420679808371836	0	0	9.544315992292871	21.294278955185536	ITGB2
T helper cell surface molecules	1/13	0.10741071418662793	0.36420679808371836	0	0	9.544315992292871	21.294278955185536	ITGB2
Keap1-Nrf2 pathway	1/13	0.10741071418662793	0.36420679808371836	0	0	9.544315992292871	21.294278955185536	HMOX1
Interleukin-12-mediated signaling events	2/65	0.10982955985749696	0.36420679808371836	0	0	3.64765596160945	8.057035761041872	CCL3;FOS
Tight junction	3/133	0.109967430815681	0.36420679808371836	0	0	2.658029689608637	5.867789367635419	RAB3B;CLDN5;MYH1
Porphyrin metabolism	1/14	0.11518127935623189	0.36420679808371836	0	0	8.809693196976434	19.039932238782733	HMOX1
Adhesion and diapedesis of lymphocytes	1/14	0.11518127935623189	0.36420679808371836	0	0	8.809693196976434	19.039932238782733	ITGB2
Sema3A-plexin repulsion signaling by inhibiting integrin adhesion	1/14	0.11518127935623189	0.36420679808371836	0	0	8.809693196976434	19.039932238782733	PLXNA4
T cell receptor/Ras pathway	1/14	0.11518127935623189	0.36420679808371836	0	0	8.809693196976434	19.039932238782733	FOS
Hyaluronan metabolism	1/14	0.11518127935623189	0.36420679808371836	0	0	8.809693196976434	19.039932238782733	STAB2
p53 signaling pathway	3/139	0.12116825685551107	0.36420679808371836	0	0	2.5399896800825594	5.360839091868399	CCNB1;NFYC;TP63
AKAP95 role in mitosis and chromosome dynamics	1/15	0.12288458245052528	0.36420679808371836	0	0	8.18001651527663	17.14948411931612	CCNB1
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	1/15	0.12288458245052528	0.36420679808371836	0	0	8.18001651527663	17.14948411931612	CD14
Adhesion and diapedesis of granulocytes	1/15	0.12288458245052528	0.36420679808371836	0	0	8.18001651527663	17.14948411931612	ITGB2
Repression of pain sensation by the transcriptional regulator DREAM	1/15	0.12288458245052528	0.36420679808371836	0	0	8.18001651527663	17.14948411931612	FOS
Sema3A/PAK-dependent axon repulsion	1/15	0.12288458245052528	0.36420679808371836	0	0	8.18001651527663	17.14948411931612	PLXNA4
Calcium signaling by HBx of hepatitis B virus	1/15	0.12288458245052528	0.36420679808371836	0	0	8.18001651527663	17.14948411931612	FOS
Cyclin A/B1-associated events during G2/M transition	1/15	0.12288458245052528	0.36420679808371836	0	0	8.18001651527663	17.14948411931612	CCNB1
TRAF6-mediated induction of TAK1 complex	1/15	0.12288458245052528	0.36420679808371836	0	0	8.18001651527663	17.14948411931612	CD14
Erythrocyte differentiation pathway	1/15	0.12288458245052528	0.36420679808371836	0	0	8.18001651527663	17.14948411931612	CCL3
Glycosphingolipid biosynthesis: ganglio series	1/15	0.12288458245052528	0.36420679808371836	0	0	8.18001651527663	17.14948411931612	ST8SIA5
HDL-mediated lipid transport	1/15	0.12288458245052528	0.36420679808371836	0	0	8.18001651527663	17.14948411931612	CUBN
AP-1 transcription factor network	2/70	0.12406987511566597	0.36420679808371836	0	0	3.3785909712722297	7.050816510594947	MMP1;FOS
Complement and coagulation cascades	2/70	0.12406987511566597	0.36420679808371836	0	0	3.3785909712722297	7.050816510594947	C1QB;C1QC
NCAM signaling for neurite out-growth	2/70	0.12406987511566597	0.36420679808371836	0	0	3.3785909712722297	7.050816510594947	SPTBN4;SPTB
Rac1 cell motility signaling pathway	2/71	0.12696962421311817	0.36420679808371836	0	0	3.3294573643410854	6.871358748362049	CYBB;CYBA
Interleukin-6 signaling pathway	2/71	0.12696962421311817	0.36420679808371836	0	0	3.3294573643410854	6.871358748362049	HCK;FOS
Myocyte adrenergic pathway	2/72	0.12988541415193172	0.36420679808371836	0	0	3.2817275747508305	6.698342838948271	RYR1;TNNI1
Amine-derived hormones	1/16	0.13052120230444203	0.36420679808371836	0	0	7.6342967244701345	15.545104589375237	TPH2
B cell survival pathway	1/16	0.13052120230444203	0.36420679808371836	0	0	7.6342967244701345	15.545104589375237	FOS
Riboflavin metabolism	1/16	0.13052120230444203	0.36420679808371836	0	0	7.6342967244701345	15.545104589375237	ACP5
Selenium metabolism and selenoproteins	1/16	0.13052120230444203	0.36420679808371836	0	0	7.6342967244701345	15.545104589375237	FOS
CRMPs in Sema3A signaling	1/16	0.13052120230444203	0.36420679808371836	0	0	7.6342967244701345	15.545104589375237	PLXNA4
Control of cell cycle and breast tumor growth by estrogen-responsive protein Efp	1/16	0.13052120230444203	0.36420679808371836	0	0	7.6342967244701345	15.545104589375237	CCNB1
Glutamate neurotransmitter release cycle	1/16	0.13052120230444203	0.36420679808371836	0	0	7.6342967244701345	15.545104589375237	SLC1A6
Interleukin-10 anti-inflammatory signaling pathway	1/16	0.13052120230444203	0.36420679808371836	0	0	7.6342967244701345	15.545104589375237	HMOX1
Degradation of beta-catenin by the destruction complex	2/73	0.13281675075735974	0.36420679808371836	0	0	3.2353422862757943	6.531460201337549	CDC20;PSMB8
Disease	9/674	0.13446086401851892	0.36420679808371836	0	0	1.5716473000683526	3.153482169004613	PCSK2;HCK;MMP1;DDIT3;NFYC;CYBB;CYBA;TCIRG1;PSMB8
RANKL regulation of apoptosis and immune response	2/74	0.13576314717957644	0.36420679808371836	0	0	3.1902454780361755	6.370420870896898	CCL3;ACP5
ABCA transporters in lipid homeostasis	1/17	0.13809171279892649	0.36420679808371836	0	0	7.156791907514451	14.169283059165462	ABCA3
Beta-arrestin-dependent recruitment of Src kinases in GPCR signaling	1/17	0.13809171279892649	0.36420679808371836	0	0	7.156791907514451	14.169283059165462	HCK
Cadmium-induced DNA biosynthesis and proliferation in macrophages	1/17	0.13809171279892649	0.36420679808371836	0	0	7.156791907514451	14.169283059165462	FOS
Cells and molecules involved in local acute inflammatory response	1/17	0.13809171279892649	0.36420679808371836	0	0	7.156791907514451	14.169283059165462	ITGB2
Glycosylphosphatidylinositol (GPI) biosynthesis	1/17	0.13809171279892649	0.36420679808371836	0	0	7.156791907514451	14.169283059165462	SEMA6D
Insulin-like growth factor (IGF) activity regulation by insulin-like growth factor binding proteins (IGFBPs)	1/17	0.13809171279892649	0.36420679808371836	0	0	7.156791907514451	14.169283059165462	MMP1
Osteoclast signaling	1/17	0.13809171279892649	0.36420679808371836	0	0	7.156791907514451	14.169283059165462	ACP5
Complement cascade	2/77	0.14468793416267156	0.36889946070749036	0	0	3.062170542635659	5.919714705086153	C1QB;C1QC
Pertussis toxin-insensitive CCR5 signaling in macrophage	1/18	0.14559668293998512	0.36889946070749036	0	0	6.735464127847671	12.97866635801621	FOS
Bone remodeling	1/18	0.14559668293998512	0.36889946070749036	0	0	6.735464127847671	12.97866635801621	FOS
CBL signaling regulation	1/18	0.14559668293998512	0.36889946070749036	0	0	6.735464127847671	12.97866635801621	HCK
Corticosteroids and cardioprotection	1/18	0.14559668293998512	0.36889946070749036	0	0	6.735464127847671	12.97866635801621	CORIN
Tie2 signaling	1/18	0.14559668293998512	0.36889946070749036	0	0	6.735464127847671	12.97866635801621	GRB7
Effect of METS on macrophage differentiation	1/18	0.14559668293998512	0.36889946070749036	0	0	6.735464127847671	12.97866635801621	FOS
Unfolded protein response	2/79	0.15070448550200904	0.37307860130368725	0	0	2.9823316218665057	5.643866981302809	DDIT3;NFYC
p73 transcription factor network	2/79	0.15070448550200904	0.37307860130368725	0	0	2.9823316218665057	5.643866981302809	CCNB1;TP63
Myometrial relaxation and contraction pathways	3/155	0.15291299052579402	0.37307860130368725	0	0	2.270775623268698	4.264258226053677	RYR1;FOS;CORIN
Cell cycle progression regulation by PLK3	1/19	0.1530366768097165	0.37307860130368725	0	0	6.360950545921644	11.939998220861979	CCNB1
Class C GPCRs (metabotropic glutamate and pheromone receptors)	1/19	0.1530366768097165	0.37307860130368725	0	0	6.360950545921644	11.939998220861979	GRM7
TP53 network	1/19	0.1530366768097165	0.37307860130368725	0	0	6.360950545921644	11.939998220861979	TP63
Eicosanoid biosynthesis	1/19	0.1530366768097165	0.37307860130368725	0	0	6.360950545921644	11.939998220861979	ALOX5AP
Estrogen receptor signaling pathway	1/20	0.16041225374071133	0.38306120346084915	0	0	6.02585944630362	11.027372148017925	FOS
Interleukin-3 regulation of hematopoietic cells	1/20	0.16041225374071133	0.38306120346084915	0	0	6.02585944630362	11.027372148017925	FOS
Nerve growth factor (NGF) pathway	1/20	0.16041225374071133	0.38306120346084915	0	0	6.02585944630362	11.027372148017925	FOS
Developmental biology	6/420	0.16052897439933592	0.38306120346084915	0	0	1.6746031746031746	3.0633194798876437	SPTBN4;TYROBP;SEMA6D;SCN8A;SPTB;PLXNA4
IGF1 signaling pathway	1/21	0.16772396826289726	0.3960393177307155	0	0	5.724277456647399	10.220329310135922	FOS
Inactivation of APC/C via direct inhibition of the APC/C complex	1/21	0.16772396826289726	0.3960393177307155	0	0	5.724277456647399	10.220329310135922	CDC20
C-Myb transcription factor network	2/85	0.1690352506875641	0.39705676072964274	0	0	2.7659008125525357	4.9167980527758255	CCNB1;SPI1
Beta-alanine metabolism	1/22	0.1749723700777881	0.4080831184944196	0	0	5.451417561244151	9.502514244791406	ALDH3A2
